"fecha";"region";"r.estimado";"r.liminf";"r.lisup"
"2021-09-28";4;1.14793770058386;0.887927596162662;1.40794780500506
"2021-09-29";4;1.10172218365271;0.854995464825863;1.34844890247955
"2021-09-30";4;1.07394585444809;0.834346283928913;1.31354542496727
"2021-10-01";4;1.03801187123801;0.810500860363598;1.26552288211242
"2021-10-02";4;1.03470818004846;0.815417070460529;1.2539992896364
"2021-10-03";4;1.0336046838073;0.811855939894362;1.25535342772024
"2021-10-04";4;1.03066052892901;0.802818838571199;1.25850221928683
"2021-10-05";4;1.02542232716262;0.796770919471605;1.25407373485364
"2021-10-06";4;1.03654530683785;0.808851473120753;1.26423914055495
"2021-10-07";4;1.05253653489157;0.825148124288793;1.27992494549435
"2021-10-08";4;1.06170897325971;0.838478214644058;1.28493973187537
"2021-10-09";4;1.05880125377404;0.847914517673542;1.26968798987454
"2021-10-10";4;1.05625538225472;0.841064949253152;1.27144581525629
"2021-10-11";4;1.0700138762853;0.836879065882404;1.30314868668819
"2021-10-12";4;1.1120526044779;0.868608378191651;1.35549683076415
"2021-10-13";4;1.12557841377165;0.885110401522983;1.36604642602031
"2021-10-14";4;1.1430699225862;0.906027825988144;1.38011201918426
"2021-10-15";4;1.19373288972273;0.961097458827029;1.42636832061844
"2021-10-16";4;1.23079059780204;0.994108086875448;1.46747310872863
"2021-10-17";4;1.28026592373157;1.03853766429032;1.52199418317282
"2021-10-18";4;1.39353853385495;1.12141067190792;1.66566639580197
"2021-10-19";4;1.47647700923444;1.1566162455535;1.79633777291539
"2021-10-20";4;1.50365934547765;1.15960039178466;1.84771829917065
"2021-10-21";4;1.47697524770764;1.13616341126491;1.81778708415036
"2021-10-22";4;1.43637423183587;1.11050379481475;1.76224466885699
"2021-10-23";4;1.4017718776996;1.09755027750876;1.70599347789043
"2021-10-24";4;1.32772380898425;1.05713901957203;1.59830859839647
"2021-10-25";4;1.25981773223844;1.01940143776684;1.50023402671005
"2021-10-26";4;1.18935425726059;0.977818001952451;1.40089051256873
"2021-10-27";4;1.14159391463347;0.951486597639722;1.33170123162722
"2021-10-28";4;1.12970344385566;0.9552702389966;1.30413664871472
"2021-10-29";4;1.11617297481623;0.950283286283081;1.28206266334938
"2021-10-30";4;1.0974980660518;0.943794478290857;1.25120165381274
"2021-10-31";4;1.10329571919506;0.956153653327032;1.25043778506308
"2021-11-01";4;1.11492469664409;0.961127887529589;1.26872150575858
"2021-11-02";4;1.15642085333857;1.00012788273895;1.31271382393819
"2021-11-03";4;1.17919200217406;1.02607172467692;1.33231227967119
"2021-11-04";4;1.18872079662017;1.03093432740076;1.34650726583958
"2021-11-05";4;1.18241228193293;1.02391273747689;1.34091182638898
"2021-11-06";4;1.15356012962639;1.00252122056166;1.30459903869111
"2021-11-07";4;1.1402586663395;0.99369789934511;1.28681943333389
"2021-11-08";4;1.13808839460052;0.995043400342657;1.28113338885839
"2021-11-09";4;1.09225510351229;0.950417981365698;1.23409222565888
"2021-11-10";4;1.06660508966932;0.932459794180603;1.20075038515804
"2021-11-11";4;1.03423846954042;0.906643191466953;1.16183374761389
"2021-11-12";4;1.02549848221844;0.899845954617748;1.15115100981914
"2021-11-13";4;1.04816196265348;0.927505610394323;1.16881831491264
"2021-11-14";4;1.05908643816512;0.941806474598232;1.176366401732
"2021-11-15";4;1.07128016285656;0.950413181055153;1.19214714465798
"2021-11-16";4;1.09504584568318;0.973018911358229;1.21707278000813
"2021-11-17";4;1.10834986573264;0.98039069346901;1.23630903799626
"2021-11-18";4;1.14491789134809;1.0136476322709;1.27618815042527
"2021-11-19";4;1.15415536223507;1.020253181224;1.28805754324614
"2021-11-20";4;1.13506311326938;0.998266414181856;1.2718598123569
"2021-11-21";4;1.11338670336839;0.982822368456755;1.24395103828003
"2021-11-22";4;1.09339333232798;0.969930770972551;1.21685589368341
"2021-11-23";4;1.07588888972881;0.95669874674129;1.19507903271633
"2021-11-24";4;1.04469492970397;0.933359290292827;1.15603056911511
"2021-11-25";4;1.01197997736724;0.90821416666576;1.11574578806872
"2021-11-26";4;0.979955221646922;0.875524112358677;1.08438633093517
"2021-11-27";4;0.965566625691366;0.858948451262376;1.07218480012036
"2021-11-28";4;0.952600979984621;0.848076819084686;1.05712514088456
"2021-11-29";4;0.953031257222702;0.842827159953215;1.06323535449219
"2021-11-30";4;0.914395480794572;0.8058959311811;1.02289503040805
"2021-12-01";4;0.902595378985986;0.791268249530309;1.01392250844166
"2021-12-02";4;0.872768545955897;0.762407148670251;0.983129943241544
"2021-12-03";4;0.869674535148734;0.757600662514454;0.981748407783013
"2021-12-04";4;0.868887433421587;0.754072788134189;0.983702078708985
"2021-12-05";4;0.868810968906277;0.755704080926594;0.981917856885959
"2021-12-06";4;0.835497600726097;0.720725005737174;0.950270195715019
"2021-12-07";4;0.858479639514524;0.736268746950682;0.980690532078367
"2021-12-08";4;0.857278223197051;0.732905715301267;0.981650731092836
"2021-12-09";4;0.866369085124141;0.741121678487184;0.991616491761098
"2021-12-10";4;0.859998656984163;0.736745614751456;0.98325169921687
"2021-12-11";4;0.834357252785725;0.710540923270215;0.958173582301234
"2021-12-12";4;0.814186000254887;0.688141410716556;0.940230589793218
"2021-12-13";4;0.786890633382131;0.655827643828918;0.917953622935344
"2021-12-14";4;0.765049529390681;0.630789346923434;0.899309711857927
"2021-12-15";4;0.754154599077349;0.618116035381746;0.890193162772951
"2021-12-16";4;0.745416822041823;0.603976366973959;0.886857277109687
