"fecha";"region";"provincia";"carga.estimada";"carga.liminf";"carga.lisup"
"2022-03-11";8;83;121.036756039201;106.505353612419;136.332285365375
"2022-03-12";8;83;112.540420777638;100.369898832905;126.1458950914
"2022-03-13";8;83;95.0481742445537;84.0775795483266;107.013196837672
"2022-03-14";8;83;125.164458532829;111.72550955572;139.13132825805
"2022-03-15";8;83;111.691259663784;98.2617589327261;124.020039729875
"2022-03-16";8;83;94.1635822080079;81.2076748102674;104.420834327368
"2022-03-17";8;83;86.4101152922224;74.3990324996043;98.7755073117614
"2022-03-18";8;83;68.8954291747666;59.500329507581;78.6684586840011
"2022-03-19";8;83;55.6903242874251;46.5326118022766;64.9625967559447
"2022-03-20";8;83;45.7283298571661;39.2043159587962;54.3333199483181
"2022-03-21";8;83;69.4339791996863;59.2582182025184;81.2549160405235
"2022-03-22";8;83;54.9344646033272;46.0542943459334;64.9566916021627
"2022-03-23";8;83;53.5432103722845;45.3397707383096;63.7815659995418
"2022-03-24";8;83;42.2820821099823;34.2498919356858;49.3848010789897
"2022-03-25";8;83;43.6650691257302;36.3757472972111;51.7409574380136
"2022-03-26";8;83;37.0808226587837;29.2895627587934;45.121280048375
"2022-03-27";8;83;30.3560335318252;23.6088048204951;36.8540647535543
"2022-03-28";8;83;48.778932300955;40.3794415614171;56.2288743123448
"2022-03-29";8;83;44.6642211456471;37.0784605972709;52.9219881944166
"2022-03-30";8;83;33.473954728729;26.6853899409248;40.1550457177006
"2022-03-31";8;83;31.5949347952919;25.959056025737;38.0587161250853
"2022-04-01";8;83;33.5790664660489;25.0319468819607;42.7651236893511
"2022-04-02";8;83;23.872174679173;18.4181746461041;29.3013730663574
"2022-04-03";8;83;19.3393786360984;13.6999567742743;23.6206151280592
"2022-04-04";8;83;32.40984601721;25.7405653358025;39.930649873984
"2022-04-05";8;83;24.9728953441406;18.6602859511667;30.718609974041
"2022-04-06";8;83;18.9118455022806;14.4026700743341;24.335138735683
"2022-04-07";8;83;15.3427705564308;10.8654829589072;20.3314444714769
"2022-04-08";8;83;13.8889216952988;9.91475320000283;17.957572651107
"2022-04-09";8;83;12.3405903736545;8.73372244359988;16.5403357434234
"2022-04-10";8;83;11.4323777219806;8.01919883597609;15.8317172895817
"2022-04-11";8;83;16.5745856353591;12.0406085615282;21.2585536152532
"2022-04-12";8;83;13.2783287942385;8.73962759738189;18.4240797998861
"2022-04-13";8;83;11.8575487942857;8.26131014103869;15.8258121357996
"2022-04-14";8;83;9.54509057324871;5.43274147945361;14.1900845381815
"2022-04-15";8;83;8.22942231061581;4.71821787182982;11.8162127178116
"2020-04-01";8;81;1.67467263275647;0.843681553690108;2.63444852837496
"2020-04-02";8;81;1.56280844903599;0.752028125851907;2.53809492475019
"2020-04-03";8;81;1.42885343911862;0.658024610120419;2.25843446544901
"2020-04-04";8;81;1.13133231182846;0.561671006495643;1.78841688679157
"2020-04-05";8;81;0.97011628234896;0.376014062925953;1.5980597674353
"2020-04-06";8;81;1.29254834130797;0.74967803795862;2.06807734609274
"2020-04-07";8;81;1.20089491346976;0.56402109438893;1.97407383036126
"2020-04-08";8;81;1.21452542325083;0.658024610120419;1.97407383036126
"2020-04-09";8;81;1.10689139773828;0.470017578657442;1.97407383036126
"2020-04-10";8;81;1.17551396422226;0.470017578657442;1.88007031462977
"2020-04-11";8;81;1.07446018481091;0.470017578657442;1.78606679889828
"2020-04-12";8;81;0.978106581186136;0.376014062925953;1.69441337106008
"2020-04-13";8;81;1.42415326333205;0.74967803795862;2.16443094971752
"2020-04-14";8;81;1.31040900929695;0.658024610120419;2.07277752187932
"2020-04-15";8;81;1.22909596818921;0.56402109438893;2.16208086182423
"2020-04-16";8;81;1.18256422790212;0.56402109438893;1.88007031462977
"2020-04-17";8;81;1.02369828631591;0.561671006495643;1.78606679889828
"2020-04-18";8;81;0.939565139736226;0.376014062925953;1.78606679889828
"2020-04-19";8;81;0.882693012718676;0.376014062925953;1.50405625170381
"2020-04-20";8;81;1.06928999144568;0.470017578657442;1.78606679889828
"2020-04-21";8;81;0.886453153347935;0.467667490764155;1.5980597674353
"2020-04-22";8;81;0.833811184538302;0.279660459301178;1.60275994322188
"2020-04-23";8;81;0.732757405126952;0.188007031462977;1.31839930813412
"2020-04-24";8;81;0.726177159025748;0.279660459301178;1.22439579240264
"2020-04-25";8;81;0.640633959710093;0.188007031462977;1.13039227667115
"2020-04-26";8;81;0.66695494411491;0.188007031462977;1.22204570450935
"2020-04-27";8;81;0.955075719831922;0.467667490764155;1.60040985532859
"2020-04-28";8;81;0.889743276398537;0.373663975032666;1.60040985532859
"2020-04-29";8;81;0.92593462995516;0.467667490764155;1.50405625170381
"2020-04-30";8;81;0.86906250293761;0.282010547194465;1.60040985532859
"2020-05-01";8;81;0.931104823320392;0.376014062925953;1.50405625170381
"2020-05-02";8;81;0.915124225646039;0.376014062925953;1.50405625170381
"2020-05-03";8;81;0.992677126124517;0.467667490764155;1.78606679889828
"2020-05-04";8;81;1.57455888850243;0.74967803795862;2.3524379811805
