"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2021-03-28";8;81012;0.953032449298024;0.877927430487988;1.02813746810806
"2021-03-29";8;81012;0.931543306682267;0.851869853739375;1.01121675962516
"2021-03-30";8;81012;0.922611560342715;0.842605241662116;1.00261787902331
"2021-03-31";8;81012;0.896119978160008;0.81714419999399;0.975095756326026
"2021-04-01";8;81012;0.892013250132536;0.806276857746324;0.977749642518749
"2021-04-02";8;81012;0.883064126105309;0.791873939781351;0.974254312429266
"2021-04-03";8;81012;0.8840318862416;0.792374808526242;0.975688963956959
"2021-04-04";8;81012;0.903890560930384;0.807898142848706;0.999882979012063
"2021-04-05";8;81012;0.926906086309871;0.838850036964225;1.01496213565552
"2021-04-06";8;81012;0.953687377538169;0.863534852380919;1.04383990269542
"2021-04-07";8;81012;0.96684394402644;0.883863206766924;1.04982468128596
"2021-04-08";8;81012;0.971629852697041;0.881934157246029;1.06132554814805
"2021-04-09";8;81012;0.954942120672055;0.868998771283203;1.04088547006091
