region_residencia,comuna_residencia,Fecha defunciones,confirmados,sospechosos,totales
De Antofagasta,Antofagasta,2021-01-06,2.0,4.0,6.0
De Antofagasta,Antofagasta,2021-01-07,2.0,,2.0
De Antofagasta,Antofagasta,2021-01-08,4.0,,4.0
De Antofagasta,Antofagasta,2021-01-09,2.0,,2.0
De Antofagasta,Antofagasta,2021-01-10,2.0,,2.0
De Antofagasta,Antofagasta,2021-01-11,,4.0,4.0
De Antofagasta,Antofagasta,2021-01-12,2.0,,2.0
De Antofagasta,Antofagasta,2021-01-14,6.0,,6.0
De Antofagasta,Antofagasta,2021-01-15,4.0,,4.0
De Antofagasta,Antofagasta,2021-01-16,4.0,,4.0
De Antofagasta,Antofagasta,2021-01-17,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-01-18,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-01-19,2.0,,2.0
De Antofagasta,Antofagasta,2021-01-20,8.0,,8.0
De Antofagasta,Antofagasta,2021-01-21,6.0,,6.0
De Antofagasta,Antofagasta,2021-01-22,8.0,,8.0
De Antofagasta,Antofagasta,2021-01-23,4.0,4.0,8.0
De Antofagasta,Antofagasta,2021-01-24,6.0,2.0,8.0
De Antofagasta,Antofagasta,2021-01-25,6.0,2.0,8.0
De Antofagasta,Antofagasta,2021-01-26,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-01-27,12.0,4.0,16.0
De Antofagasta,Antofagasta,2021-01-28,6.0,2.0,8.0
De Antofagasta,Antofagasta,2021-01-29,10.0,,10.0
De Antofagasta,Antofagasta,2021-01-30,6.0,,6.0
De Antofagasta,Antofagasta,2021-01-31,4.0,,4.0
De Antofagasta,Antofagasta,2021-02-01,8.0,,8.0
De Antofagasta,Antofagasta,2021-02-02,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-03,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-04,8.0,2.0,10.0
De Antofagasta,Antofagasta,2021-02-05,12.0,,12.0
De Antofagasta,Antofagasta,2021-02-06,8.0,,8.0
De Antofagasta,Antofagasta,2021-02-07,2.0,,2.0
De Antofagasta,Antofagasta,2021-02-08,2.0,,2.0
De Antofagasta,Antofagasta,2021-02-09,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-10,4.0,,4.0
De Antofagasta,Antofagasta,2021-02-11,4.0,,4.0
De Antofagasta,Antofagasta,2021-02-12,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-02-13,4.0,,4.0
De Antofagasta,Antofagasta,2021-02-14,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-15,14.0,,14.0
De Antofagasta,Antofagasta,2021-02-16,2.0,,2.0
De Antofagasta,Antofagasta,2021-02-17,2.0,,2.0
De Antofagasta,Antofagasta,2021-02-18,12.0,,12.0
De Antofagasta,Antofagasta,2021-02-19,2.0,,2.0
De Antofagasta,Antofagasta,2021-02-20,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-21,6.0,4.0,10.0
De Antofagasta,Antofagasta,2021-02-22,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-23,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-24,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-25,10.0,,10.0
De Antofagasta,Antofagasta,2021-02-26,6.0,,6.0
De Antofagasta,Antofagasta,2021-02-27,8.0,,8.0
De Antofagasta,Antofagasta,2021-02-28,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-01,8.0,,8.0
De Antofagasta,Antofagasta,2021-03-02,2.0,,2.0
De Antofagasta,Antofagasta,2021-03-03,2.0,4.0,6.0
De Antofagasta,Antofagasta,2021-03-04,8.0,,8.0
De Antofagasta,Antofagasta,2021-03-05,8.0,,8.0
De Antofagasta,Antofagasta,2021-03-07,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-08,2.0,,2.0
De Antofagasta,Antofagasta,2021-03-09,16.0,2.0,18.0
De Antofagasta,Antofagasta,2021-03-10,6.0,,6.0
De Antofagasta,Antofagasta,2021-03-11,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-12,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-03-13,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-14,2.0,,2.0
De Antofagasta,Antofagasta,2021-03-15,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-16,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-18,2.0,,2.0
De Antofagasta,Antofagasta,2021-03-19,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-03-21,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-22,6.0,,6.0
De Antofagasta,Antofagasta,2021-03-23,10.0,,10.0
De Antofagasta,Antofagasta,2021-03-24,2.0,,2.0
De Antofagasta,Antofagasta,2021-03-25,6.0,,6.0
De Antofagasta,Antofagasta,2021-03-26,4.0,,4.0
De Antofagasta,Antofagasta,2021-03-27,6.0,,6.0
De Antofagasta,Antofagasta,2021-03-28,,4.0,4.0
De Antofagasta,Antofagasta,2021-03-29,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-03-30,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-03-31,6.0,2.0,8.0
De Antofagasta,Antofagasta,2021-04-01,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-02,6.0,2.0,8.0
De Antofagasta,Antofagasta,2021-04-04,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-04-06,6.0,,6.0
De Antofagasta,Antofagasta,2021-04-07,4.0,,4.0
De Antofagasta,Antofagasta,2021-04-08,4.0,,4.0
De Antofagasta,Antofagasta,2021-04-09,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-04-10,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-11,6.0,,6.0
De Antofagasta,Antofagasta,2021-04-12,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-13,4.0,,4.0
De Antofagasta,Antofagasta,2021-04-14,4.0,,4.0
De Antofagasta,Antofagasta,2021-04-15,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-16,,2.0,2.0
De Antofagasta,Antofagasta,2021-04-17,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-18,8.0,2.0,10.0
De Antofagasta,Antofagasta,2021-04-19,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-04-20,6.0,,6.0
De Antofagasta,Antofagasta,2021-04-22,6.0,,6.0
De Antofagasta,Antofagasta,2021-04-24,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-25,4.0,,4.0
De Antofagasta,Antofagasta,2021-04-26,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-04-27,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-28,4.0,,4.0
De Antofagasta,Antofagasta,2021-04-29,2.0,,2.0
De Antofagasta,Antofagasta,2021-04-30,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-01,8.0,,8.0
De Antofagasta,Antofagasta,2021-05-03,4.0,,4.0
De Antofagasta,Antofagasta,2021-05-04,6.0,,6.0
De Antofagasta,Antofagasta,2021-05-05,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-06,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-07,4.0,,4.0
De Antofagasta,Antofagasta,2021-05-08,4.0,,4.0
De Antofagasta,Antofagasta,2021-05-10,4.0,,4.0
De Antofagasta,Antofagasta,2021-05-11,4.0,,4.0
De Antofagasta,Antofagasta,2021-05-12,4.0,,4.0
De Antofagasta,Antofagasta,2021-05-14,6.0,,6.0
De Antofagasta,Antofagasta,2021-05-15,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-16,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-17,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-19,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-05-21,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-05-23,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-24,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-25,4.0,,4.0
De Antofagasta,Antofagasta,2021-05-29,2.0,,2.0
De Antofagasta,Antofagasta,2021-05-30,8.0,,8.0
De Antofagasta,Antofagasta,2021-05-31,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-01,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-02,4.0,,4.0
De Antofagasta,Antofagasta,2021-06-03,4.0,,4.0
De Antofagasta,Antofagasta,2021-06-04,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-06,6.0,,6.0
De Antofagasta,Antofagasta,2021-06-07,8.0,,8.0
De Antofagasta,Antofagasta,2021-06-08,6.0,,6.0
De Antofagasta,Antofagasta,2021-06-09,,2.0,2.0
De Antofagasta,Antofagasta,2021-06-10,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-11,8.0,,8.0
De Antofagasta,Antofagasta,2021-06-12,4.0,,4.0
De Antofagasta,Antofagasta,2021-06-14,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-16,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-06-17,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-06-18,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-19,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-06-22,6.0,,6.0
De Antofagasta,Antofagasta,2021-06-24,6.0,,6.0
De Antofagasta,Antofagasta,2021-06-25,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-26,2.0,,2.0
De Antofagasta,Antofagasta,2021-06-27,4.0,,4.0
De Antofagasta,Antofagasta,2021-06-28,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-06-29,6.0,,6.0
De Antofagasta,Antofagasta,2021-06-30,4.0,,4.0
De Antofagasta,Antofagasta,2021-07-01,4.0,,4.0
De Antofagasta,Antofagasta,2021-07-03,,4.0,4.0
De Antofagasta,Antofagasta,2021-07-04,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-05,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-06,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-07,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-07-08,4.0,,4.0
De Antofagasta,Antofagasta,2021-07-09,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-11,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-12,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-14,6.0,,6.0
De Antofagasta,Antofagasta,2021-07-15,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-07-16,4.0,,4.0
De Antofagasta,Antofagasta,2021-07-17,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-18,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-19,4.0,2.0,6.0
De Antofagasta,Antofagasta,2021-07-20,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-23,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-24,10.0,,10.0
De Antofagasta,Antofagasta,2021-07-27,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-28,2.0,4.0,6.0
De Antofagasta,Antofagasta,2021-07-30,2.0,,2.0
De Antofagasta,Antofagasta,2021-07-31,,2.0,2.0
De Antofagasta,Antofagasta,2021-08-01,2.0,,2.0
De Antofagasta,Antofagasta,2021-08-02,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-08-03,4.0,4.0,8.0
De Antofagasta,Antofagasta,2021-08-04,2.0,4.0,6.0
De Antofagasta,Antofagasta,2021-08-06,6.0,4.0,10.0
De Antofagasta,Antofagasta,2021-08-15,,2.0,2.0
De Antofagasta,Antofagasta,2021-08-20,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-08-22,2.0,,2.0
De Antofagasta,Antofagasta,2021-08-26,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-08-27,2.0,,2.0
De Antofagasta,Antofagasta,2021-08-28,4.0,,4.0
De Antofagasta,Antofagasta,2021-08-29,2.0,,2.0
De Antofagasta,Antofagasta,2021-08-30,2.0,,2.0
De Antofagasta,Antofagasta,2021-09-06,2.0,,2.0
De Antofagasta,Antofagasta,2021-09-09,2.0,,2.0
De Antofagasta,Antofagasta,2021-09-10,2.0,,2.0
De Antofagasta,Antofagasta,2021-09-11,4.0,,4.0
De Antofagasta,Antofagasta,2021-09-12,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-09-16,2.0,,2.0
De Antofagasta,Antofagasta,2021-09-27,2.0,,2.0
De Antofagasta,Antofagasta,2021-09-29,2.0,,2.0
De Antofagasta,Antofagasta,2021-09-30,,2.0,2.0
De Antofagasta,Antofagasta,2021-10-01,2.0,,2.0
De Antofagasta,Antofagasta,2021-10-03,2.0,,2.0
De Antofagasta,Antofagasta,2021-11-03,2.0,,2.0
De Antofagasta,Antofagasta,2021-11-11,2.0,,2.0
De Antofagasta,Antofagasta,2021-11-12,2.0,,2.0
De Antofagasta,Antofagasta,2021-11-17,2.0,2.0,4.0
De Antofagasta,Antofagasta,2021-11-18,2.0,,2.0
De Antofagasta,Antofagasta,2021-11-19,2.0,,2.0
De Antofagasta,Antofagasta,2021-11-26,2.0,,2.0
De Antofagasta,Antofagasta,2021-11-27,2.0,,2.0
De Antofagasta,Antofagasta,2021-12-06,2.0,,2.0
De Antofagasta,Antofagasta,2021-12-09,2.0,,2.0
De Antofagasta,Antofagasta,2021-12-14,4.0,,4.0
De Antofagasta,Antofagasta,2021-12-20,2.0,,2.0
De Antofagasta,Antofagasta,2021-12-25,2.0,,2.0
De Antofagasta,Antofagasta,2021-12-31,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-02,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-13,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-14,1.0,,1.0
De Antofagasta,Antofagasta,2022-01-16,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-17,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-18,2.0,1.0,3.0
De Antofagasta,Antofagasta,2022-01-19,1.0,,1.0
De Antofagasta,Antofagasta,2022-01-21,1.0,,1.0
De Antofagasta,Antofagasta,2022-01-22,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-24,1.0,,1.0
De Antofagasta,Antofagasta,2022-01-25,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-27,1.0,,1.0
De Antofagasta,Antofagasta,2022-01-28,3.0,,3.0
De Antofagasta,Antofagasta,2022-01-29,2.0,,2.0
De Antofagasta,Antofagasta,2022-01-30,1.0,,1.0
De Antofagasta,Antofagasta,2022-02-03,1.0,,1.0
De Antofagasta,Antofagasta,2022-02-04,2.0,,2.0
De Antofagasta,Antofagasta,2022-02-05,2.0,1.0,3.0
De Antofagasta,Antofagasta,2022-02-06,8.0,,8.0
De Antofagasta,Antofagasta,2022-02-07,2.0,,2.0
De Antofagasta,Antofagasta,2022-02-08,1.0,1.0,2.0
De Antofagasta,Antofagasta,2022-02-10,4.0,,4.0
De Antofagasta,Antofagasta,2022-02-12,4.0,,4.0
De Antofagasta,Antofagasta,2022-02-13,3.0,,3.0
De Antofagasta,Antofagasta,2022-02-14,2.0,,2.0
De Antofagasta,Antofagasta,2022-02-15,4.0,,4.0
De Antofagasta,Antofagasta,2022-02-16,7.0,,7.0
De Antofagasta,Antofagasta,2022-02-17,4.0,1.0,5.0
De Antofagasta,Antofagasta,2022-02-18,1.0,,1.0
De Antofagasta,Antofagasta,2022-02-20,3.0,,3.0
De Antofagasta,Antofagasta,2022-02-21,2.0,,2.0
De Antofagasta,Antofagasta,2022-02-22,3.0,,3.0
De Antofagasta,Antofagasta,2022-02-23,3.0,,3.0
De Antofagasta,Antofagasta,2022-02-25,2.0,,2.0
De Antofagasta,Antofagasta,2022-02-26,1.0,,1.0
De Antofagasta,Antofagasta,2022-02-27,2.0,,2.0
De Antofagasta,Antofagasta,2022-03-01,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-02,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-03,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-04,2.0,,2.0
De Antofagasta,Antofagasta,2022-03-05,3.0,,3.0
De Antofagasta,Antofagasta,2022-03-06,3.0,,3.0
De Antofagasta,Antofagasta,2022-03-07,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-08,2.0,,2.0
De Antofagasta,Antofagasta,2022-03-09,2.0,,2.0
De Antofagasta,Antofagasta,2022-03-15,2.0,,2.0
De Antofagasta,Antofagasta,2022-03-16,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-20,2.0,,2.0
De Antofagasta,Antofagasta,2022-03-21,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-22,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-23,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-24,1.0,,1.0
De Antofagasta,Antofagasta,2022-03-26,2.0,,2.0
De Antofagasta,Antofagasta,2022-03-27,1.0,,1.0
De Antofagasta,Antofagasta,2022-04-02,2.0,,2.0
De Antofagasta,Antofagasta,2022-04-04,1.0,,1.0
De Antofagasta,Antofagasta,2022-04-07,,1.0,1.0
De Antofagasta,Antofagasta,2022-04-13,,1.0,1.0
De Antofagasta,Antofagasta,2022-04-14,2.0,,2.0
De Antofagasta,Antofagasta,2022-04-20,1.0,,1.0
De Antofagasta,Antofagasta,2022-04-22,1.0,,1.0
De Antofagasta,Antofagasta,2022-05-04,1.0,,1.0
De Antofagasta,Antofagasta,2022-05-11,1.0,,1.0
De Antofagasta,Antofagasta,2022-05-24,1.0,,1.0
De Antofagasta,Antofagasta,2022-05-25,1.0,,1.0
De Antofagasta,Antofagasta,2022-05-28,2.0,1.0,3.0
De Antofagasta,Antofagasta,2022-06-01,1.0,,1.0
De Antofagasta,Antofagasta,2022-06-05,1.0,,1.0
De Antofagasta,Antofagasta,2022-06-07,1.0,,1.0
De Antofagasta,Antofagasta,2022-06-12,1.0,,1.0
De Antofagasta,Antofagasta,2022-06-14,1.0,,1.0
De Antofagasta,Antofagasta,2022-06-25,1.0,,1.0
De Antofagasta,Antofagasta,2022-06-26,2.0,,2.0
De Antofagasta,Antofagasta,2022-07-01,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-03,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-06,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-09,2.0,,2.0
De Antofagasta,Antofagasta,2022-07-10,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-11,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-12,2.0,,2.0
De Antofagasta,Antofagasta,2022-07-13,2.0,,2.0
De Antofagasta,Antofagasta,2022-07-15,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-16,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-17,,1.0,1.0
De Antofagasta,Antofagasta,2022-07-19,3.0,1.0,4.0
De Antofagasta,Antofagasta,2022-07-21,1.0,1.0,2.0
De Antofagasta,Antofagasta,2022-07-22,2.0,,2.0
De Antofagasta,Antofagasta,2022-07-23,3.0,,3.0
De Antofagasta,Antofagasta,2022-07-24,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-27,1.0,,1.0
De Antofagasta,Antofagasta,2022-07-28,2.0,,2.0
De Antofagasta,Antofagasta,2022-08-02,2.0,,2.0
De Antofagasta,Antofagasta,2022-08-05,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-06,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-07,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-08,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-09,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-10,2.0,,2.0
De Antofagasta,Antofagasta,2022-08-11,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-12,3.0,,3.0
De Antofagasta,Antofagasta,2022-08-13,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-14,2.0,,2.0
De Antofagasta,Antofagasta,2022-08-17,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-18,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-19,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-25,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-28,1.0,,1.0
De Antofagasta,Antofagasta,2022-08-31,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-01,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-02,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-03,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-10,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-12,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-14,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-15,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-18,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-25,1.0,,1.0
De Antofagasta,Antofagasta,2022-09-29,1.0,,1.0
De Antofagasta,Antofagasta,2022-10-01,1.0,,1.0
De Antofagasta,Antofagasta,2022-10-05,1.0,,1.0
De Antofagasta,Calama,2020-04-11,,2.0,2.0
De Antofagasta,Calama,2020-04-30,2.0,,2.0
De Antofagasta,Calama,2020-05-14,2.0,,2.0
De Antofagasta,Calama,2020-05-16,,2.0,2.0
De Antofagasta,Calama,2020-05-18,2.0,,2.0
De Antofagasta,Calama,2020-05-19,,2.0,2.0
De Antofagasta,Calama,2020-05-23,4.0,,4.0
De Antofagasta,Calama,2020-05-24,2.0,,2.0
De Antofagasta,Calama,2020-05-25,2.0,,2.0
De Antofagasta,Calama,2020-05-28,2.0,,2.0
De Antofagasta,Calama,2020-05-29,2.0,,2.0
De Antofagasta,Calama,2020-05-30,8.0,,8.0
De Antofagasta,Calama,2020-05-31,8.0,,8.0
De Antofagasta,Calama,2020-06-01,2.0,2.0,4.0
De Antofagasta,Calama,2020-06-02,2.0,,2.0
De Antofagasta,Calama,2020-06-03,6.0,,6.0
De Antofagasta,Calama,2020-06-04,8.0,2.0,10.0
De Antofagasta,Calama,2020-06-05,2.0,,2.0
De Antofagasta,Calama,2020-06-06,2.0,4.0,6.0
De Antofagasta,Calama,2020-06-07,8.0,6.0,14.0
De Antofagasta,Calama,2020-06-08,8.0,2.0,10.0
De Antofagasta,Calama,2020-06-09,2.0,4.0,6.0
De Antofagasta,Calama,2020-06-10,4.0,6.0,10.0
De Antofagasta,Calama,2020-06-11,10.0,4.0,14.0
De Antofagasta,Calama,2020-06-12,16.0,4.0,20.0
De Antofagasta,Calama,2020-06-13,4.0,,4.0
De Antofagasta,Calama,2020-06-14,8.0,6.0,14.0
De Antofagasta,Calama,2020-06-15,10.0,6.0,16.0
De Antofagasta,Calama,2020-06-16,2.0,4.0,6.0
De Antofagasta,Calama,2020-06-17,6.0,,6.0
De Antofagasta,Calama,2020-06-18,6.0,2.0,8.0
De Antofagasta,Calama,2020-06-19,12.0,,12.0
De Antofagasta,Calama,2020-06-20,8.0,4.0,12.0
De Antofagasta,Calama,2020-06-21,14.0,6.0,20.0
De Antofagasta,Calama,2020-06-22,6.0,6.0,12.0
De Antofagasta,Calama,2020-06-23,6.0,6.0,12.0
De Antofagasta,Calama,2020-06-24,18.0,,18.0
De Antofagasta,Calama,2020-06-25,6.0,,6.0
De Antofagasta,Calama,2020-06-26,8.0,4.0,12.0
De Antofagasta,Calama,2020-06-27,2.0,,2.0
De Antofagasta,Calama,2020-06-28,16.0,6.0,22.0
De Antofagasta,Calama,2020-06-29,8.0,,8.0
De Antofagasta,Calama,2020-06-30,6.0,2.0,8.0
De Antofagasta,Calama,2020-07-01,4.0,2.0,6.0
De Antofagasta,Calama,2020-07-02,12.0,2.0,14.0
De Antofagasta,Calama,2020-07-03,10.0,6.0,16.0
De Antofagasta,Calama,2020-07-04,6.0,,6.0
De Antofagasta,Calama,2020-07-05,2.0,4.0,6.0
De Antofagasta,Calama,2020-07-06,6.0,8.0,14.0
De Antofagasta,Calama,2020-07-07,12.0,2.0,14.0
De Antofagasta,Calama,2020-07-08,6.0,2.0,8.0
De Antofagasta,Calama,2020-07-09,10.0,,10.0
De Antofagasta,Calama,2020-07-10,2.0,4.0,6.0
De Antofagasta,Calama,2020-07-11,4.0,4.0,8.0
De Antofagasta,Calama,2020-07-12,6.0,,6.0
De Antofagasta,Calama,2020-07-13,2.0,4.0,6.0
De Antofagasta,Calama,2020-07-15,8.0,,8.0
De Antofagasta,Calama,2020-07-16,10.0,4.0,14.0
De Antofagasta,Calama,2020-07-17,4.0,,4.0
De Antofagasta,Calama,2020-07-18,6.0,2.0,8.0
De Antofagasta,Calama,2020-07-19,8.0,6.0,14.0
De Antofagasta,Calama,2020-07-20,4.0,,4.0
De Antofagasta,Calama,2020-07-21,4.0,,4.0
De Antofagasta,Calama,2020-07-22,4.0,,4.0
De Antofagasta,Calama,2020-07-23,2.0,2.0,4.0
De Antofagasta,Calama,2020-07-24,4.0,,4.0
De Antofagasta,Calama,2020-07-26,2.0,,2.0
De Antofagasta,Calama,2020-07-27,10.0,2.0,12.0
De Antofagasta,Calama,2020-07-31,2.0,,2.0
De Antofagasta,Calama,2020-08-02,2.0,,2.0
De Antofagasta,Calama,2020-08-03,6.0,,6.0
De Antofagasta,Calama,2020-08-04,4.0,,4.0
De Antofagasta,Calama,2020-08-05,2.0,,2.0
De Antofagasta,Calama,2020-08-06,4.0,2.0,6.0
De Antofagasta,Calama,2020-08-09,2.0,,2.0
De Antofagasta,Calama,2020-08-10,4.0,,4.0
De Antofagasta,Calama,2020-08-11,6.0,2.0,8.0
De Antofagasta,Calama,2020-08-13,2.0,,2.0
De Antofagasta,Calama,2020-08-14,2.0,,2.0
De Antofagasta,Calama,2020-08-16,,2.0,2.0
De Antofagasta,Calama,2020-08-18,2.0,,2.0
De Antofagasta,Calama,2020-08-19,4.0,,4.0
De Antofagasta,Calama,2020-08-22,2.0,,2.0
De Antofagasta,Calama,2020-08-26,2.0,2.0,4.0
De Antofagasta,Calama,2020-08-27,4.0,,4.0
De Antofagasta,Calama,2020-08-29,4.0,,4.0
De Antofagasta,Calama,2020-08-31,4.0,,4.0
De Antofagasta,Calama,2020-09-02,4.0,,4.0
De Antofagasta,Calama,2020-09-03,4.0,2.0,6.0
De Antofagasta,Calama,2020-09-04,2.0,,2.0
De Antofagasta,Calama,2020-09-05,2.0,,2.0
De Antofagasta,Calama,2020-09-06,4.0,,4.0
De Antofagasta,Calama,2020-09-08,2.0,,2.0
De Antofagasta,Calama,2020-09-09,,4.0,4.0
De Antofagasta,Calama,2020-09-10,2.0,,2.0
De Antofagasta,Calama,2020-09-11,4.0,,4.0
De Antofagasta,Calama,2020-09-15,2.0,,2.0
De Antofagasta,Calama,2020-09-16,2.0,,2.0
De Antofagasta,Calama,2020-09-17,,2.0,2.0
De Antofagasta,Calama,2020-09-27,2.0,,2.0
De Antofagasta,Calama,2020-09-30,2.0,,2.0
De Antofagasta,Calama,2020-10-01,4.0,,4.0
De Antofagasta,Calama,2020-10-04,2.0,,2.0
De Antofagasta,Calama,2020-10-07,6.0,,6.0
De Antofagasta,Calama,2020-10-08,,2.0,2.0
De Antofagasta,Calama,2020-10-09,,2.0,2.0
De Antofagasta,Calama,2020-10-11,2.0,,2.0
De Antofagasta,Calama,2020-10-15,4.0,,4.0
De Antofagasta,Calama,2020-10-16,2.0,,2.0
De Antofagasta,Calama,2020-10-25,,2.0,2.0
De Antofagasta,Calama,2020-10-27,2.0,,2.0
De Antofagasta,Calama,2020-10-28,2.0,,2.0
De Antofagasta,Calama,2020-11-04,2.0,,2.0
De Antofagasta,Calama,2020-11-07,2.0,,2.0
De Antofagasta,Calama,2020-11-08,2.0,,2.0
De Antofagasta,Calama,2020-11-09,2.0,,2.0
De Antofagasta,Calama,2020-11-11,2.0,,2.0
De Antofagasta,Calama,2020-11-12,4.0,,4.0
De Antofagasta,Calama,2020-11-23,2.0,,2.0
