Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,2020-08-31,2020-09-04,2020-09-07,2020-09-11,2020-09-14,2020-09-18,2020-09-21,2020-09-25,2020-09-28,2020-10-02,2020-10-05,2020-10-09,2020-10-12,2020-10-16,2020-10-19,2020-10-24,2020-10-26,2020-10-30,2020-11-02,2020-11-06,2020-11-09,2020-11-13,2020-11-16,2020-11-20,2020-11-23,2020-11-27,2020-11-30,2020-12-04,2020-12-07,2020-12-11,2020-12-14,2020-12-18,2020-12-21,2020-12-25,2020-12-28,2021-01-01,2021-01-04,2021-01-08,2021-01-11,2021-01-15,2021-01-18,2021-01-22,2021-01-25,2021-01-29,2021-02-01,2021-02-05,2021-02-08,2021-02-12,2021-02-15,2021-02-19,2021-02-22,2021-02-26,2021-03-01,2021-03-05,2021-03-08,2021-03-12,2021-03-15,2021-03-19,2021-03-22,2021-03-26,2021-03-29,2021-04-02,2021-04-05,2021-04-09,2021-04-12,2021-04-16,2021-04-19,2021-04-23,2021-04-26,2021-04-30,2021-05-03,2021-05-07,2021-05-10,2021-05-14,2021-05-17,2021-05-21,2021-05-24,2021-05-28,2021-05-31,2021-06-04,2021-06-07,2021-06-11,2021-06-14,2021-06-18,2021-06-21,2021-06-25,2021-06-28,2021-07-02,2021-07-05,2021-07-09
Valparaiso,05,Valparaiso,05101,315732.0,5.1,8.2,7.3,8.2,11.4,12.4,13.9,14.3,16.2,18.7,21.2,21.5,30.1,34.5,53.5,60.2,80.8,95.0,112.1,130.5,152.7,187.8,242.3,292.0,352.8,418.7,626.5,719.0,837.1,876.1,962.2,1031.6,1084.5,1110.4,1048.4,1169.7,1200.1,1254.9,1290.3,1401.2,1457.9,1535.8,1573.2,1627.0,1680.9,1748.0,1794.6,1873.1,1922.8,1998.2,2040.7,2104.3,2133.8,2182.2,2223.4,2280.1,2312.4,2348.5,2383.4,2409.0,2437.2,2481.9,2493.9,2521.1,2544.2,2576.2,2601.9,2635.5,2658.9,2687.4,2715.0,2755.5,2793.2,2823.6,2851.2,2888.2,2917.7,2966.1,3004.4,3072.2,3101.4,3176.7,3229.0,3334.5,3442.5,3544.8,3618.9,3737.3,3813.4,3921.7,4000.9,4079.1,4136.1,4216.6,4265.0,4355.6,4420.8,4532.3,4619.1,4740.4,4848.7,5029.3,5172.4,5392.2,5588.0,5880.3,6115.0,6388.0,6554.9,6833.6,7012.3,7262.8,7458.2,7673.3,7818.7,8013.4,8140.1,8295.0,8405.5,8530.7,8630.1,8750.5,8827.7,8954.4,9056.4,9191.3,9322.1,9462.1,9583.4,9712.0,9812.4,9916.6,9993.0,10084.8,10169.4,10259.7
Valparaiso,05,Villa Alemana,05804,139310.0,4.3,5.7,7.9,7.9,8.6,8.6,8.6,8.6,9.3,9.3,10.0,10.8,12.2,13.6,25.8,32.3,45.9,55.3,78.2,87.6,105.5,123.5,167.3,206.7,234.0,265.6,452.9,562.1,653.2,684.8,788.2,868.6,920.2,938.9,865.7,1001.4,1016.4,1041.6,1069.6,1157.8,1195.2,1277.7,1316.5,1369.6,1403.3,1443.5,1480.9,1536.9,1574.2,1633.8,1673.2,1727.1,1754.4,1807.5,1854.1,1895.8,1930.2,1974.7,2007.8,2056.6,2100.4,2164.2,2181.5,2213.1,2228.8,2247.5,2269.0,2302.1,2326.5,2352.3,2366.7,2393.2,2418.3,2445.6,2459.3,2475.1,2500.9,2537.5,2559.8,2587.8,2615.7,2668.9,2702.6,2773.0,2843.3,2935.9,2985.4,3063.7,3114.6,3162.0,3207.2,3257.5,3312.8,3362.3,3404.6,3452.0,3489.3,3567.6,3629.3,3721.9,3786.5,3891.3,3988.9,4128.2,4250.2,4436.9,4546.0,4782.9,4881.2,5095.1,5230.8,5433.9,5564.6,5725.4,5881.8,6003.2,6100.8,6235.0,6310.4,6408.7,6502.0,6604.0,6662.8,6782.0,6871.0,7002.4,7094.3,7233.5,7337.6,7474.7,7580.9,7692.2,7786.9,7886.0,7961.4,8054.0
Valparaiso,05,Vina del Mar,05109,361371.0,8.0,10.5,13.0,14.7,18.3,19.1,19.9,20.8,23.2,26.0,28.5,30.2,34.0,37.4,46.5,55.3,76.1,90.5,112.9,131.7,163.0,200.3,238.3,274.5,323.2,363.6,485.1,551.2,670.8,703.4,779.3,846.2,888.8,923.4,879.7,969.6,988.2,1023.6,1052.9,1136.2,1176.1,1239.2,1289.0,1346.5,1385.6,1438.7,1486.8,1558.5,1594.2,1645.4,1695.2,1743.9,1765.8,1814.2,1854.3,1896.1,1926.6,1955.3,1982.5,2006.8,2029.5,2063.0,2074.0,2093.1,2108.6,2126.3,2145.2,2168.7,2185.0,2209.6,2233.2,2255.9,2276.9,2314.0,2345.0,2375.7,2411.1,2451.5,2488.0,2526.8,2547.8,2602.6,2637.5,2721.0,2789.4,2873.8,2943.5,3040.9,3112.0,3200.9,3265.6,3339.8,3402.9,3470.4,3529.3,3602.4,3660.0,3744.6,3815.2,3900.7,3987.9,4111.8,4215.9,4378.6,4513.4,4725.9,4895.8,5090.6,5216.0,5458.9,5611.7,5843.9,5992.5,6184.2,6346.9,6529.0,6652.2,6795.2,6904.5,7045.1,7144.7,7252.9,7327.4,7442.2,7538.0,7650.0,7755.5,7882.5,7974.4,8081.4,8156.7,8250.2,8324.4,8398.6,8463.0,8535.3
Valparaiso,05,Zapallar,05405,7994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,37.5,37.5,37.5,37.5,75.1,200.2,312.7,412.8,475.4,587.9,713.0,763.1,713.0,850.6,888.2,938.2,938.2,988.2,1088.3,1175.9,1200.9,1238.4,1263.4,1288.5,1351.0,1426.1,1426.1,1488.6,1526.1,1663.7,1726.3,1726.3,1763.8,1788.8,1788.8,1788.8,1801.4,1826.4,1851.4,1851.4,1851.4,1863.9,1863.9,1863.9,1863.9,1863.9,1876.4,1876.4,1888.9,1951.5,1964.0,1976.5,2001.5,2001.5,2026.5,2051.5,2101.6,2139.1,2139.1,2164.1,2201.7,2339.3,2451.8,2652.0,2764.6,2989.7,3014.8,3102.3,3152.4,3177.4,3214.9,3227.4,3239.9,3365.0,3427.6,3527.6,3552.7,3627.7,3627.7,3702.8,3752.8,3877.9,3927.9,3978.0,4078.1,4228.2,4403.3,4478.4,4603.5,4753.6,4853.6,4941.2,4941.2,5003.8,5016.3,5066.3,5078.8,5078.8,5141.4,5216.4,5304.0,5554.2,5654.2,5866.9,6054.5,6204.7,6329.7,6467.4,6579.9,6717.5,6767.6,6855.1,6942.7,7017.8
Valparaiso,05,Total,,1960170.0,4.1,5.7,7.2,8.3,10.2,11.2,13.9,15.3,17.6,19.9,23.2,24.5,30.0,33.0,43.5,50.9,68.6,80.9,104.8,119.2,146.6,173.0,220.2,266.0,319.0,362.6,538.3,618.2,728.1,774.6,860.1,941.3,992.8,1030.0,989.6,1090.1,1120.6,1156.6,1190.0,1277.7,1327.3,1392.7,1435.1,1484.2,1521.3,1571.3,1614.0,1670.7,1711.0,1757.3,1798.6,1840.9,1865.1,1906.1,1943.1,1984.6,2013.3,2045.8,2072.5,2097.4,2122.5,2158.1,2168.5,2188.7,2206.3,2227.3,2245.7,2268.2,2285.6,2305.2,2321.9,2343.9,2364.8,2387.8,2408.5,2430.9,2453.7,2489.3,2515.1,2553.6,2574.9,2624.4,2659.3,2729.0,2791.4,2863.3,2917.5,2993.4,3046.5,3115.0,3165.3,3220.0,3268.3,3327.6,3375.0,3441.6,3495.8,3582.8,3659.3,3756.1,3840.9,3964.1,4066.8,4214.7,4345.7,4524.2,4674.4,4868.7,4993.0,5201.6,5344.9,5531.2,5673.3,5824.9,5951.3,6093.2,6190.8,6322.2,6420.6,6535.5,6629.1,6752.3,6835.2,6978.4,7090.8,7234.5,7367.4,7535.4,7661.4,7815.9,7929.7,8047.6,8139.8,8230.8,8305.5,8392.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitana,13,Alhue,13502,7405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.5,67.5,94.5,94.5,135.0,216.1,297.1,702.2,850.8,1012.8,1134.4,1323.4,1647.5,1850.1,2039.2,2160.7,2255.2,2430.8,2511.8,2714.4,2754.9,2930.5,3227.5,3389.6,3497.6,3754.2,3929.8,4037.8,4118.8,4415.9,4551.0,4605.0,4686.0,4713.0,4726.5,4807.6,4888.6,4929.1,4969.6,4983.1,5023.6,5037.1,5064.1,5131.7,5347.7,5374.7,5401.8,5415.3,5428.8,5428.8,5428.8,5442.3,5455.8,5523.3,5550.3,5563.8,5563.8,5563.8,5577.3,5577.3,5577.3,5577.3,5563.8,5617.8,5631.3,5644.8,5631.3,5631.3,5644.8,5658.3,5658.3,5712.4,5698.9,5739.4,5766.4,5766.4,5779.9,5887.9,6036.5,6023.0,6144.5,6158.0,6212.0,6252.5,6374.1,6401.1,6455.1,6954.8,7265.4,7440.9,7603.0,7819.0,8008.1,8143.1,8291.7,8318.7,8467.3,8494.3,8669.8,8710.3,8804.9,8818.4,8858.9,8912.9,9034.4,9088.5,9210.0,9426.1,9588.1,9736.7,9871.7,9939.2,10033.8,10087.8,10141.8,10276.8,10357.9
Metropolitana,13,Buin,13402,109641.0,6.4,7.3,12.8,18.2,18.2,26.4,32.8,36.5,39.2,42.9,48.3,54.7,73.9,83.9,104.0,138.6,197.0,235.3,326.5,394.0,429.6,492.5,631.2,743.3,892.0,952.2,1302.4,1419.2,1551.4,1619.8,1698.3,1822.3,1883.4,1959.1,1992.9,2036.6,2065.8,2094.1,2113.3,2157.0,2212.7,2264.7,2286.6,2321.2,2354.0,2389.6,2416.1,2465.3,2499.1,2548.3,2564.7,2587.5,2614.0,2667.8,2693.3,2734.4,2760.8,2800.0,2821.9,2842.0,2858.4,2884.9,2896.7,2918.6,2938.7,2960.6,2974.3,2986.1,2996.1,3006.2,3033.5,3043.6,3061.8,3076.4,3090.1,3120.2,3143.9,3183.1,3203.2,3219.6,3243.3,3274.3,3308.1,3353.7,3393.8,3454.9,3475.9,3520.6,3550.7,3614.5,3643.7,3703.0,3747.7,3807.9,3876.3,3933.7,3973.0,4032.3,4089.7,4187.3,4255.7,4367.9,4443.6,4569.5,4649.7,4819.4,4904.2,5081.1,5205.2,5404.0,5489.7,5663.9,5772.5,5910.2,6019.6,6187.5,6308.8,6454.7,6569.6,6716.5,6822.3,6999.2,7138.8,7313.9,7497.2,7757.1,7952.3,8276.1,8500.5,8748.6,8892.7,9061.4,9153.5,9252.0,9318.6,9394.3
Metropolitana,13,Calera de Tango,13403,28525.0,21.0,24.5,24.5,24.5,28.0,28.0,35.1,35.1,38.6,49.1,52.6,52.6,59.6,59.6,73.6,80.6,101.7,112.2,175.3,231.4,291.0,326.0,382.1,511.8,652.1,701.1,1027.2,1198.9,1423.3,1500.4,1623.1,1717.8,1763.4,1858.0,1886.1,1938.7,1963.2,1973.7,1987.7,2015.8,2036.8,2054.3,2064.9,2089.4,2106.9,2159.5,2177.0,2219.1,2257.7,2271.7,2278.7,2282.2,2296.2,2306.7,2331.3,2352.3,2355.8,2362.8,2355.8,2369.9,2373.4,2383.9,2387.4,2408.4,2408.4,2422.4,2443.5,2485.5,2492.6,2492.6,2492.6,2499.6,2527.6,2552.1,2555.7,2594.2,2608.2,2646.8,2646.8,2646.8,2664.3,2688.9,2692.4,2723.9,2745.0,2780.0,2797.5,2836.1,2899.2,2930.8,2951.8,2969.3,3000.9,3011.4,3035.9,3067.5,3085.0,3137.6,3176.2,3221.7,3291.8,3418.1,3551.3,3684.5,3765.1,3891.3,4087.6,4234.9,4312.0,4574.9,4750.2,4960.6,5090.3,5311.1,5405.8,5574.1,5675.7,5837.0,5966.7,6128.0,6257.7,6422.4,6482.0,6639.8,6769.5,6878.2,7035.9,7228.7,7330.4,7460.1,7551.3,7649.4,7793.2,7908.9,8017.5,8108.7
Metropolitana,13,Cerrillos,13102,88956.0,0.0,4.5,4.5,5.6,12.4,23.6,32.6,43.8,54.0,59.6,74.2,89.9,145.0,270.9,346.2,369.8,485.6,545.2,718.3,852.1,984.8,1117.4,1262.4,1383.8,1585.1,1736.8,2288.8,2477.6,2680.0,2774.4,2892.4,3042.0,3116.1,3162.2,3203.8,3262.3,3307.3,3351.1,3397.2,3428.7,3453.4,3498.4,3507.4,3532.1,3547.8,3571.4,3589.4,3623.1,3643.4,3673.7,3697.3,3744.5,3752.4,3786.1,3795.1,3817.6,3828.9,3852.5,3880.6,3891.8,3903.1,3923.3,3932.3,3935.7,3948.0,3964.9,3970.5,3987.4,4003.1,4018.8,4026.7,4038.0,4059.3,4087.4,4100.9,4115.5,4138.0,4163.9,4185.2,4203.2,4217.8,4247.0,4256.0,4306.6,4347.1,4386.4,4405.5,4458.4,4498.9,4532.6,4549.4,4583.2,4618.0,4645.0,4668.6,4727.1,4766.4,4838.3,4879.9,4973.2,5065.4,5177.8,5286.9,5415.0,5479.1,5610.6,5698.3,5802.9,5891.7,6003.0,6080.5,6234.5,6313.2,6459.4,6587.5,6712.3,6798.9,6889.9,6967.5,7101.3,7193.4,7345.2,7480.1,7655.5,7829.7,8029.8,8189.4,8394.0,8536.8,8686.3,8801.0,8906.7,9000.0,9075.3,9122.5,9186.6
Metropolitana,13,Cerro Navia,13103,142465.0,13.3,14.7,18.3,21.8,25.3,29.5,40.0,45.6,55.5,69.5,82.8,94.8,125.6,159.3,199.3,271.6,334.1,379.7,597.3,697.0,863.4,1120.3,1328.0,1508.4,1808.2,2158.4,3027.4,3296.2,3616.3,3725.1,3917.5,4042.4,4114.0,4210.2,4255.8,4337.2,4375.1,4432.7,4480.4,4570.2,4633.4,4691.0,4720.5,4756.3,4787.1,4841.2,4876.3,4914.9,4946.5,4997.7,5032.8,5066.5,5083.4,5108.6,5126.9,5156.4,5170.4,5179.5,5202.7,5215.3,5231.5,5242.7,5246.2,5260.9,5272.9,5290.4,5305.2,5335.3,5360.6,5390.1,5410.5,5436.4,5472.9,5497.5,5513.6,5531.2,5558.6,5580.3,5599.3,5634.4,5657.5,5702.5,5729.8,5802.8,5840.7,5903.9,5945.3,5999.4,6038.0,6118.0,6168.5,6221.2,6246.4,6299.1,6339.8,6382.6,6424.7,6465.4,6510.4,6577.1,6628.3,6704.8,6770.8,6856.4,6954.7,7109.1,7237.6,7413.0,7540.1,7752.8,7918.4,8140.9,8336.8,8571.9,8727.1,8993.1,9153.8,9375.6,9562.3,9763.1,9922.4,10135.8,10297.3,10545.7,10690.3,10976.0,11174.0,11411.9,11567.1,11776.9,11907.5,12043.7,12130.7,12211.4,12264.1,12322.3
Metropolitana,13,Colina,13301,180353.0,17.7,21.6,26.1,27.7,34.4,36.6,41.0,42.7,44.9,49.9,52.7,57.1,71.5,84.3,127.5,160.2,237.9,271.7,433.0,553.9,698.1,804.5,965.9,1101.2,1257.0,1397.8,1849.2,1990.5,2127.5,2187.4,2271.1,2331.0,2377.0,2421.9,2438.0,2459.1,2479.6,2492.9,2505.1,2528.4,2553.3,2573.8,2581.6,2602.7,2618.2,2649.2,2666.4,2695.8,2719.7,2744.1,2765.7,2781.8,2787.3,2812.8,2826.7,2845.5,2853.3,2869.4,2878.8,2893.2,2907.1,2923.7,2928.7,2943.1,2949.8,2960.3,2968.1,2974.7,2983.6,2993.0,3012.4,3027.4,3032.4,3041.8,3052.3,3063.4,3080.6,3097.8,3116.7,3133.9,3142.2,3177.7,3197.6,3226.5,3258.6,3288.0,3314.6,3356.8,3398.9,3443.8,3469.3,3498.1,3522.0,3556.9,3583.0,3629.0,3657.3,3707.7,3738.8,3812.0,3861.9,3928.4,3976.6,4064.3,4120.8,4227.3,4321.5,4434.6,4518.9,4679.2,4783.4,4934.8,5025.7,5156.6,5230.9,5363.9,5439.9,5560.8,5635.1,5778.1,5901.2,6070.3,6195.1,6414.6,6579.9,6810.5,7022.9,7250.8,7428.8,7610.6,7739.3,7872.3,7966.0,8045.3,8124.1,8206.7
Metropolitana,13,Conchali,13104,139195.0,10.1,12.9,15.8,23.0,27.3,33.8,37.4,40.2,46.0,57.5,70.4,81.2,134.3,211.9,291.7,337.7,449.7,508.6,763.7,984.2,1273.8,1444.0,1673.9,1826.2,2051.1,2330.5,3100.0,3363.6,3635.2,3727.9,3880.9,4013.8,4097.8,4172.6,4205.6,4244.4,4279.6,4319.1,4352.9,4406.0,4450.6,4488.7,4529.6,4557.6,4588.5,4636.7,4663.2,4688.4,4712.1,4756.6,4791.1,4810.5,4827.0,4845.7,4883.8,4904.6,4916.1,4942.0,4951.3,4955.6,4975.8,5004.5,5019.6,5041.1,5058.4,5075.6,5085.0,5102.9,5123.0,5143.1,5156.1,5173.3,5195.6,5218.6,5237.3,5263.1,5291.1,5323.5,5342.1,5352.9,5368.7,5412.6,5435.5,5466.4,5495.9,5535.4,5563.4,5603.6,5651.8,5689.9,5726.5,5753.8,5794.0,5832.8,5864.4,5916.9,5944.2,5984.4,6026.8,6088.6,6159.7,6228.0,6281.1,6370.2,6460.0,6610.9,6738.0,6881.0,6978.0,7167.6,7285.5,7445.0,7575.0,7715.8,7816.4,7974.4,8059.9,8185.6,8287.7,8404.8,8506.8,8641.1,8748.2,8923.5,9048.5,9205.8,9354.5,9523.3,9651.9,9812.9,9901.9,9996.0,10046.3,10113.2,10159.8,10213.7
Metropolitana,13,Curacavi,13503,36430.0,13.7,13.7,13.7,22.0,24.7,27.4,35.7,38.4,38.4,38.4,41.2,41.2,52.2,63.1,68.6,96.1,178.4,227.8,318.4,409.0,557.2,746.6,919.6,1103.5,1218.8,1309.4,1603.1,1688.2,1855.6,1916.0,2028.5,2124.6,2215.2,2239.9,2286.6,2303.0,2325.0,2344.2,2374.4,2423.8,2454.0,2495.2,2541.9,2574.8,2594.0,2646.2,2753.2,2780.7,2821.9,2849.3,2879.5,2937.1,2956.4,2992.0,3005.8,3008.5,3008.5,3025.0,3033.2,3036.0,3046.9,3057.9,3057.9,3074.4,3107.3,3132.0,3148.5,3170.5,3189.7,3214.4,3228.1,3236.3,3269.3,3321.4,3373.6,3417.5,3450.5,3521.8,3565.7,3598.7,3604.2,3692.0,3716.7,3774.4,3812.8,3854.0,3884.2,3922.6,3941.8,3994.0,4004.9,4057.1,4079.1,4109.3,4131.2,4147.7,4169.6,4213.6,4241.0,4295.9,4375.5,4515.5,4589.6,4759.8,4897.1,5116.7,5229.2,5418.6,5561.4,5824.9,5978.6,6195.4,6316.2,6494.6,6574.3,6741.7,6796.6,6933.8,7021.7,7142.5,7326.4,7496.6,7622.8,7858.9,8029.1,8331.0,8558.9,8855.3,9022.8,9305.5,9440.0,9574.5,9651.4,9769.4,9827.1,9890.2
Metropolitana,13,El Bosque,13105,172000.0,10.5,16.3,20.3,21.5,26.7,37.2,48.3,54.1,62.2,73.8,84.3,102.9,137.2,159.9,219.2,255.2,355.8,423.3,596.5,676.7,841.9,961.6,1178.5,1405.8,1618.6,1846.5,2383.7,2595.3,2852.3,2962.2,3135.5,3314.0,3395.3,3477.3,3520.3,3586.6,3614.5,3664.5,3693.6,3727.3,3758.1,3780.2,3801.7,3819.8,3851.2,3894.8,3920.3,3959.9,3982.6,4008.7,4027.3,4054.1,4066.9,4084.3,4102.9,4126.7,4134.3,4165.7,4176.7,4187.8,4205.8,4247.7,4253.5,4282.0,4294.2,4322.7,4336.6,4361.0,4377.9,4406.4,4419.2,4440.7,4477.9,4495.9,4510.5,4544.8,4583.7,4622.1,4636.6,4670.3,4693.0,4739.5,4767.4,4829.1,4866.3,4920.9,4951.2,5006.4,5055.2,5130.2,5185.5,5252.9,5294.8,5350.6,5397.1,5441.9,5477.9,5582.6,5637.2,5737.2,5807.6,5919.8,6006.4,6169.2,6277.9,6417.4,6584.9,6759.9,6937.2,7182.0,7336.0,7583.1,7779.1,8003.5,8207.0,8454.1,8624.4,8819.8,8948.8,9177.3,9346.5,9587.8,9795.3,10063.4,10293.0,10541.3,10758.7,11068.0,11225.6,11425.0,11558.1,11697.7,11794.2,11897.1,11971.5,12066.3
Metropolitana,13,El Monte,13602,40014.0,0.0,0.0,0.0,12.5,17.5,22.5,25.0,25.0,30.0,30.0,32.5,40.0,52.5,52.5,60.0,72.5,77.5,130.0,199.9,227.4,292.4,379.9,537.3,629.8,792.2,1029.6,1459.5,1766.9,1996.8,2124.3,2326.7,2471.6,2599.1,2696.6,2731.5,2801.5,2834.0,2869.0,2934.0,2966.5,3033.9,3096.4,3108.9,3128.9,3136.4,3151.4,3168.9,3191.4,3203.9,3228.9,3243.9,3298.8,3301.3,3318.8,3376.3,3421.3,3438.8,3461.3,3473.8,3496.3,3533.8,3551.3,3553.8,3558.8,3586.2,3588.7,3601.2,3611.2,3621.2,3623.7,3626.2,3648.7,3676.2,3676.2,3678.7,3686.2,3701.2,3726.2,3738.7,3753.7,3763.7,3776.2,3793.7,3838.7,3883.6,3921.1,3933.6,3953.6,3966.1,4003.6,4021.1,4041.1,4063.6,4103.6,4151.0,4181.0,4196.0,4248.5,4281.0,4321.0,4358.5,4433.4,4495.9,4615.9,4750.8,4868.3,4998.3,5138.2,5290.6,5490.6,5723.0,5865.4,6030.4,6327.8,6470.2,6670.2,6867.6,7105.0,7195.0,7354.9,7449.9,7644.8,7754.8,7997.2,8172.1,8424.6,8659.5,8964.4,9099.3,9234.3,9344.2,9446.7,9504.2,9566.7,9649.1,9734.1
Metropolitana,13,Estacion Central,13106,206792.0,7.7,10.6,12.1,17.4,19.8,29.5,34.3,43.0,48.8,58.0,78.3,100.1,164.9,216.2,279.5,328.3,461.3,531.9,708.9,822.1,960.4,1114.6,1265.5,1423.2,1611.8,1765.1,2198.8,2342.5,2504.9,2553.8,2657.3,2731.2,2785.9,2841.5,2863.7,2898.1,2921.3,2942.1,2967.2,2987.5,3005.4,3034.0,3045.6,3061.5,3080.9,3099.2,3126.8,3150.5,3166.5,3182.9,3191.6,3210.5,3217.2,3229.3,3240.9,3252.5,3267.5,3282.0,3294.6,3309.6,3321.2,3341.0,3352.2,3367.6,3381.7,3393.3,3411.2,3423.7,3433.9,3449.8,3459.5,3471.6,3493.8,3521.9,3537.9,3558.2,3578.0,3607.5,3623.0,3652.0,3669.4,3710.5,3726.4,3779.2,3806.2,3847.3,3871.0,3918.9,3946.0,3996.3,4011.8,4055.3,4094.9,4153.4,4189.7,4236.6,4270.0,4332.9,4376.9,4453.3,4514.7,4599.8,4671.4,4803.4,4891.4,5029.7,5134.6,5282.6,5391.9,5530.7,5636.6,5791.8,5887.1,6020.5,6119.7,6261.8,6346.5,6457.7,6555.9,6677.7,6804.4,6975.1,7085.4,7260.0,7403.1,7569.4,7726.6,7909.9,8052.1,8188.9,8288.0,8396.4,8460.2,8518.7,8561.3,8604.8
Metropolitana,13,Huechuraba,13107,112528.0,15.1,16.9,19.6,28.4,31.1,33.8,42.7,47.1,52.4,58.7,68.4,72.9,100.4,133.3,195.5,233.7,333.3,367.0,594.5,746.5,893.1,1141.9,1290.3,1404.1,1623.6,1762.2,2350.5,2551.4,2748.6,2830.4,2924.6,3009.9,3087.2,3134.3,3173.4,3213.4,3264.1,3308.5,3341.4,3385.8,3431.1,3471.1,3501.4,3524.5,3543.1,3574.2,3588.4,3615.1,3644.4,3666.6,3690.6,3709.3,3720.0,3742.2,3750.2,3776.8,3796.4,3814.2,3824.8,3850.6,3866.6,3895.9,3910.1,3934.1,3943.0,3973.2,3996.3,4013.2,4024.8,4051.4,4067.4,4085.2,4109.2,4124.3,4143.9,4158.1,4174.1,4207.0,4227.4,4250.5,4265.6,4291.4,4310.0,4348.3,4373.1,4402.5,4430.9,4486.0,4525.1,4581.1,4606.9,4642.4,4669.9,4703.7,4733.0,4781.0,4819.2,4870.8,4899.2,4949.9,4983.6,5057.4,5103.6,5184.5,5275.1,5374.7,5463.5,5583.5,5674.1,5795.9,5913.2,6042.1,6130.9,6245.6,6314.9,6427.7,6489.9,6606.4,6677.4,6804.5,6881.8,7018.7,7088.9,7248.0,7377.7,7559.9,7679.0,7869.2,8010.5,8158.9,8275.3,8382.8,8445.9,8523.2,8571.2,8613.0
Metropolitana,13,Independencia,13108,142065.0,10.6,12.0,15.5,18.3,21.8,26.0,36.6,42.2,56.3,80.9,138.0,173.2,303.4,418.1,588.5,698.3,844.0,936.2,1195.9,1396.5,1806.2,2057.5,2364.4,2555.2,2855.0,3026.8,3530.1,3741.9,3915.8,3966.5,4070.0,4177.0,4254.4,4310.0,4349.4,4381.8,4410.0,4445.9,4493.7,4529.6,4569.0,4596.5,4622.5,4648.6,4674.6,4720.4,4755.6,4794.3,4817.5,4842.9,4865.4,4885.8,4894.2,4909.7,4930.8,4960.4,4985.7,5006.2,5029.4,5051.9,5080.8,5099.1,5107.5,5118.1,5125.8,5136.4,5146.9,5155.4,5168.1,5177.9,5185.0,5193.4,5222.3,5244.8,5263.8,5280.7,5300.4,5325.7,5344.0,5362.3,5372.9,5413.7,5436.2,5484.8,5527.0,5568.6,5615.0,5667.1,5710.8,5748.1,5767.1,5796.6,5816.4,5853.7,5882.5,5924.8,5969.1,6020.5,6052.9,6125.4,6192.2,6294.3,6365.4,6475.9,6565.3,6680.0,6781.4,6941.9,7051.0,7210.8,7313.6,7443.8,7544.4,7633.1,7712.0,7886.5,7957.6,8067.4,8156.1,8280.7,8386.3,8539.0,8627.0,8788.2,8910.7,9114.1,9252.8,9425.3,9526.6,9646.3,9734.3,9814.5,9872.9,9922.9,9965.2,10011.6
Metropolitana,13,Isla de Maipo,13603,40171.0,0.0,0.0,0.0,10.0,17.4,24.9,24.9,27.4,27.4,27.4,27.4,32.4,34.9,37.3,42.3,49.8,57.3,67.2,102.1,114.5,161.8,219.1,268.9,331.1,433.1,560.1,901.1,1095.3,1287.0,1356.7,1488.6,1620.6,1697.7,1847.1,1874.5,2148.3,2277.8,2454.5,2469.4,2616.3,2696.0,2738.3,2768.2,2837.9,2880.2,2942.4,3059.4,3106.7,3131.6,3144.1,3159.0,3191.4,3206.3,3241.1,3266.0,3315.8,3330.8,3363.1,3385.5,3405.4,3457.7,3505.0,3562.3,3659.4,3701.7,3726.6,3739.0,3758.9,3776.4,3781.3,3788.8,3801.2,3808.7,3838.6,3851.0,3866.0,3890.9,3910.8,3925.7,3930.7,3935.7,3960.6,3978.0,3995.4,4017.8,4070.1,4100.0,4149.8,4184.6,4249.3,4301.6,4356.4,4386.2,4451.0,4490.8,4550.5,4607.8,4682.5,4749.7,4841.8,4899.1,5050.9,5180.4,5339.7,5441.7,5588.6,5725.5,5939.6,6066.6,6275.7,6427.5,6644.1,6743.7,6903.0,7012.5,7181.8,7311.2,7433.2,7512.9,7624.9,7702.1,7968.4,8092.9,8349.3,8558.4,8787.4,8956.7,9148.4,9282.8,9417.2,9479.5,9586.5,9651.2,9706.0,9773.2,9835.5
