Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,2020-08-31,2020-09-04,2020-09-07,2020-09-11,2020-09-14,2020-09-18,2020-09-21,2020-09-25,2020-09-28,2020-10-02,2020-10-05,2020-10-09,2020-10-12,2020-10-16,2020-10-19,2020-10-24,2020-10-26,2020-10-30,2020-11-02,2020-11-06,2020-11-09,2020-11-13,2020-11-16,2020-11-20,2020-11-23,2020-11-27,2020-11-30,2020-12-04,2020-12-07,2020-12-11,2020-12-14,2020-12-18,2020-12-21,2020-12-25,2020-12-28,2021-01-01,2021-01-04,2021-01-08,2021-01-11,2021-01-15,2021-01-18,2021-01-22,2021-01-25,2021-01-29,2021-02-01,2021-02-05,2021-02-08,2021-02-12,2021-02-15,2021-02-19,2021-02-22,2021-02-26,2021-03-01,2021-03-05,2021-03-08,2021-03-12,2021-03-15,2021-03-19,2021-03-22,2021-03-26,2021-03-29,2021-04-02,2021-04-05,2021-04-09,2021-04-12,2021-04-16,2021-04-19,2021-04-23,2021-04-26,2021-04-30,2021-05-03,2021-05-07,2021-05-10,2021-05-14,2021-05-17,2021-05-21,2021-05-24,2021-05-28,2021-05-31,2021-06-04,2021-06-07,2021-06-11,2021-06-14,2021-06-18,2021-06-21,2021-06-25,2021-06-28,2021-07-02,2021-07-05,2021-07-09
La Araucania,09,Teodoro Schmidt,09117,15786.0,0.0,25.3,0.0,0.0,0.0,25.3,31.7,31.7,31.7,31.7,38.0,38.0,38.0,38.0,31.7,31.7,31.7,31.7,44.3,38.0,50.7,63.3,63.3,63.3,63.3,69.7,152.0,215.4,209.0,215.4,183.7,190.0,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,209.0,209.0,304.1,342.1,494.1,709.5,823.5,988.2,1190.9,1298.6,1349.3,1412.6,1412.6,1438.0,1469.7,1469.7,1482.3,1482.3,1526.7,1552.0,1634.4,1653.4,1678.7,1716.7,1754.7,1767.4,1805.4,1811.7,1811.7,1811.7,1818.1,1881.4,1894.1,1900.4,1938.4,1982.8,2065.1,2096.8,2122.1,2166.5,2318.5,2400.9,2603.6,2755.6,2850.6,2920.3,2971.0,3053.3,3066.0,3110.4,3224.4,3363.7,3528.4,3560.1,3642.5,3705.8,3775.5,3832.5,4079.6,4218.9,4339.3,4491.3,4605.3,4738.4,4871.4,4985.4,5029.8,5086.8,5124.8,5175.5,5441.5,5511.2,5694.9,5827.9,5948.3,5999.0,6176.4,6303.1,6448.8,6676.8,6949.2,7063.2,7303.9,7506.7,7855.1,8000.8,8317.5,8374.5,8653.2
La Araucania,09,Tolten,09118,10055.0,0.0,0.0,39.8,49.7,69.6,69.6,69.6,59.7,59.7,59.7,59.7,59.7,59.7,59.7,79.6,79.6,79.6,79.6,79.6,139.2,149.2,159.1,159.1,159.1,159.1,159.1,169.1,169.1,159.1,159.1,159.1,179.0,179.0,169.1,169.1,169.1,169.1,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,228.7,328.2,288.4,318.2,318.2,338.1,348.1,358.0,368.0,397.8,407.8,437.6,467.4,467.4,467.4,487.3,527.1,596.7,736.0,915.0,964.7,1064.1,1233.2,1243.2,1263.1,1302.8,1312.8,1332.7,1362.5,1392.3,1432.1,1581.3,1700.6,1879.7,2009.0,2178.0,2267.5,2357.0,2546.0,2665.3,2824.5,2884.1,2923.9,3043.3,3142.7,3321.7,3550.5,3938.3,4167.1,4395.8,4554.9,4932.9,5131.8,5320.7,5370.5,5579.3,5648.9,5768.3,5887.6,5987.1,6116.4,6255.6,6345.1,6474.4,6563.9,6812.5,6991.5,7180.5,7588.3,8025.9,8393.8,8891.1,8960.7,9249.1,9358.5,9637.0,9855.8,10164.1,10263.6,10512.2,10800.6,10989.6,11158.6,11317.8,11447.0,11735.5
La Araucania,09,Traiguen,09210,19314.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,10.4,10.4,15.5,15.5,15.5,10.4,10.4,10.4,10.4,15.5,25.9,41.4,46.6,46.6,46.6,77.7,98.4,113.9,145.0,186.4,201.9,227.8,238.2,243.3,253.7,253.7,253.7,253.7,264.1,274.4,295.1,300.3,300.3,310.7,326.2,331.4,331.4,331.4,331.4,336.5,336.5,336.5,336.5,341.7,341.7,346.9,352.1,352.1,393.5,409.0,455.6,471.2,481.5,512.6,554.0,559.2,569.5,605.8,730.0,843.9,988.9,1009.6,1025.2,1035.5,1045.9,1045.9,1071.8,1097.6,1133.9,1185.7,1221.9,1273.7,1299.6,1382.4,1413.5,1496.3,1537.7,1615.4,1729.3,1977.8,2071.0,2164.2,2298.9,2459.4,2702.7,2811.4,2961.6,3065.1,3173.9,3417.2,3608.8,3810.7,4028.2,4292.2,4545.9,4649.5,4866.9,5043.0,5224.2,5364.0,5591.8,5705.7,5943.9,6161.3,6373.6,6492.7,6668.7,6813.7,7119.2,7305.6,7590.3,7735.3,7978.7,8154.7,8377.3,8512.0,8682.8,8817.4,9009.0,9040.1,9138.4,9231.6,9366.3,9485.3,9568.2,9666.6,9780.5,9837.4,9899.6
La Araucania,09,Victoria,09211,35467.0,14.1,19.7,31.0,33.8,42.3,42.3,42.3,36.7,36.7,78.9,155.1,163.5,197.4,200.2,219.9,219.9,225.6,225.6,228.4,236.8,253.8,262.2,318.6,338.3,377.8,431.4,465.2,451.1,453.9,453.9,482.1,485.0,490.6,499.1,510.3,535.7,555.4,575.2,580.8,603.4,606.2,614.7,628.8,673.9,682.3,713.3,724.6,738.7,750.0,755.6,772.5,789.5,806.4,826.1,851.5,879.7,933.3,955.8,981.2,1003.7,1037.6,1108.1,1122.2,1161.6,1181.4,1195.5,1251.9,1325.2,1347.7,1373.1,1384.4,1429.5,1454.9,1514.1,1545.1,1593.0,1609.9,1646.6,1700.2,1765.0,1815.8,1846.8,1925.7,2109.0,2297.9,2574.2,2684.2,2921.0,3056.4,3253.7,3366.5,3549.8,3611.8,3766.9,3919.1,4130.6,4246.2,4423.8,4508.4,4686.0,4807.3,4948.3,5038.5,5142.8,5250.0,5424.8,5571.4,5754.6,5836.4,5946.4,6047.9,6298.8,6437.0,6693.5,6797.9,7105.2,7282.8,7542.2,7745.2,7984.9,8343.0,8560.1,8743.3,8949.2,9028.1,9126.8,9194.5,9253.7,9352.4,9428.5,9479.2,9546.9,9611.8,9671.0,9702.0,9741.4
La Araucania,09,Vilcun,09119,30766.0,13.0,16.3,35.8,58.5,65.0,65.0,78.0,87.8,94.3,120.3,126.8,126.8,143.0,146.3,156.0,162.5,188.5,195.0,204.8,227.5,269.8,295.8,299.0,312.0,325.0,331.5,341.3,344.5,377.0,403.0,383.5,390.0,406.3,409.5,412.8,435.5,458.3,474.5,484.3,507.1,526.6,575.3,594.8,630.6,633.8,656.6,666.3,679.3,682.6,695.6,698.8,718.3,724.8,731.3,741.1,747.6,799.6,841.8,884.1,929.6,952.3,1023.9,1088.9,1127.9,1196.1,1264.4,1300.1,1358.6,1378.1,1433.4,1482.2,1501.7,1508.2,1543.9,1589.4,1647.9,1712.9,1771.4,1947.0,2070.5,2106.2,2158.2,2236.2,2259.0,2327.2,2389.0,2467.0,2577.5,2723.8,2811.5,2886.3,2925.3,2993.6,3094.3,3169.1,3273.1,3403.1,3598.1,3767.1,3997.9,4222.2,4524.5,4745.5,5041.3,5259.1,5519.1,5870.1,6227.7,6432.4,6738.0,6998.0,7319.8,7592.8,7862.6,8080.3,8249.4,8408.6,8688.2,8831.2,9084.7,9182.2,9387.0,9471.5,9673.0,9835.5,10037.1,10150.8,10241.8,10365.3,10514.9,10612.4,10761.9,10833.4,10914.6,11015.4,11112.9
La Araucania,09,Villarrica,09120,59103.0,,6.8,10.2,18.6,25.4,25.4,30.5,32.1,28.8,30.5,32.1,32.1,33.8,33.8,35.5,37.2,35.5,37.2,37.2,38.9,42.3,52.5,55.8,59.2,69.4,82.9,98.1,120.1,152.3,164.1,165.8,165.8,169.2,174.3,176.0,174.3,177.7,181.0,179.3,181.0,184.4,184.4,186.1,186.1,186.1,186.1,186.1,191.2,194.6,230.1,250.4,296.1,318.1,368.8,401.0,461.9,553.3,688.6,729.2,840.9,898.4,1042.2,1065.9,1125.2,1241.9,1280.8,1294.4,1324.8,1358.6,1387.4,1417.9,1455.1,1475.4,1522.8,1573.5,1629.4,1651.4,1732.6,1817.2,1920.4,1979.6,2037.1,2108.2,2194.5,2258.8,2365.4,2433.0,2536.3,2583.6,2693.6,2773.1,2871.3,2949.1,3040.5,3135.2,3208.0,3289.2,3417.8,3553.1,3812.0,3976.1,4138.5,4273.9,4414.3,4571.7,4739.2,4871.2,5031.9,5135.1,5233.2,5321.2,5482.0,5632.5,5833.9,5999.7,6124.9,6277.2,6468.4,6595.3,6742.5,6864.3,7030.1,7145.2,7311.0,7456.5,7596.9,7786.4,7991.1,8241.5,8492.0,8730.5,8967.4,9231.3,9424.2,9612.0,9757.5
La Araucania,09,Total,,1014343.0,18.4,28.8,40.8,53.3,61.9,67.0,74.7,81.1,87.2,100.7,112.8,118.4,127.2,130.6,137.9,144.1,153.4,161.0,170.8,182.5,195.3,207.2,224.7,236.8,253.6,268.4,292.4,309.1,322.6,331.8,339.5,350.5,357.1,366.0,371.6,381.0,390.9,405.7,415.7,429.7,438.7,451.4,461.2,476.6,485.1,497.1,507.5,528.2,542.4,568.9,590.9,620.9,644.1,690.3,725.2,775.6,821.6,887.8,932.1,991.4,1042.3,1129.5,1167.2,1236.3,1291.6,1369.4,1430.5,1503.2,1557.4,1623.3,1676.2,1738.8,1789.9,1864.0,1918.6,1979.5,2032.7,2100.2,2166.0,2246.9,2304.2,2382.3,2455.6,2556.1,2645.8,2773.4,2865.6,2998.8,3101.8,3221.8,3322.0,3429.3,3509.5,3626.5,3732.9,3845.6,3945.0,4102.8,4244.5,4442.8,4596.9,4811.4,4975.8,5200.5,5395.8,5641.6,5839.4,6075.1,6248.6,6484.1,6667.3,6926.9,7133.9,7365.4,7534.7,7744.3,7912.2,8096.5,8240.1,8414.4,8554.5,8726.8,8846.9,9017.6,9161.0,9321.0,9460.4,9599.2,9723.4,9864.3,9986.2,10104.3,10215.4,10310.2,10388.7,10474.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Rios,14,Corral,14102,5447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,18.4,18.4,18.4,18.4,18.4,18.4,36.7,55.1,201.9,201.9,201.9,238.7,238.7,238.7,238.7,330.5,367.2,403.9,403.9,422.3,440.6,440.6,440.6,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,495.7,495.7,642.6,734.3,789.4,881.2,881.2,936.3,1009.7,1211.7,1358.5,1487.1,1487.1,1487.1,1487.1,1523.8,1523.8,1523.8,1560.5,1633.9,1725.7,1725.7,1744.1,1744.1,1744.1,1744.1,1744.1,1744.1,1780.8,2129.6,2349.9,2423.4,2460.1,2680.4,2864.0,3267.9,3469.8,3616.7,3671.7,3873.7,3983.8,4112.4,4167.4,4185.8,4332.7,4553.0,4608.0,4846.7,4993.6,5213.9,5379.1,5929.9,6278.7,6609.1,6756.0,7068.1,7343.5,7508.7,7747.4,7931.0,8151.3,8298.1,8371.6,8867.3,9032.5,9546.5,9638.3,9693.4,9821.9,9987.1,10391.0,10794.9,11107.0,11529.3,11712.9,11988.3,12337.1,12428.9,12502.3,12612.4,12685.9,12777.7,12869.5,13089.8
Los Rios,14,Futrono,14202,15261.0,0.0,0.0,0.0,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,45.9,98.3,157.3,196.6,222.8,262.1,281.8,347.3,347.3,366.9,380.1,393.2,393.2,393.2,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,399.7,406.3,406.3,406.3,406.3,406.3,406.3,406.3,412.8,419.4,432.5,432.5,432.5,458.7,478.3,498.0,543.9,543.9,557.0,583.2,596.3,655.3,740.4,878.1,956.7,1068.1,1159.8,1264.7,1317.1,1435.0,1664.4,1749.6,1756.1,1775.8,1802.0,1808.5,1834.7,1867.5,1926.5,1985.5,2070.6,2175.5,2522.8,2725.9,2843.9,2994.6,3355.0,3459.8,3689.1,3807.1,3964.4,4193.7,4455.8,4613.1,4921.0,5111.1,5537.0,5995.7,6487.1,6985.1,7489.7,7751.8,8053.2,8282.6,8479.1,8721.6,8977.1,9095.1,9304.8,9521.0,9704.5,9848.6,9960.0,10032.1,10169.7,10300.8,10438.4,10576.0,10785.7,10942.9,11283.7,11670.3,12260.0,12666.3,13144.6,13485.4,14062.0,14389.6,14835.2,15143.2,15411.8,15837.8,16230.9,16683.0,17069.7
Los Rios,14,La Union,14201,39538.0,0.0,22.8,25.3,43.0,45.5,45.5,45.5,58.2,58.2,53.1,68.3,73.3,80.9,98.6,101.2,101.2,101.2,103.7,106.2,106.2,108.8,111.3,121.4,131.5,149.2,166.9,192.2,199.8,220.0,222.6,235.2,220.0,225.1,240.3,247.9,250.4,255.5,252.9,258.0,268.1,270.6,270.6,270.6,265.6,265.6,273.2,273.2,280.7,293.4,295.9,316.2,323.7,344.0,389.5,409.7,442.6,467.9,518.5,574.1,619.7,667.7,763.8,834.6,928.2,1082.5,1209.0,1302.5,1411.3,1502.4,1623.8,1704.7,1765.4,1808.4,1881.7,1952.6,2043.6,2111.9,2185.2,2240.9,2339.5,2372.4,2562.1,2739.1,3009.8,3224.7,3480.2,3680.0,3978.5,4140.3,4390.7,4539.9,4795.4,4959.8,5179.8,5308.8,5521.3,5662.9,5920.9,6090.3,6429.3,6591.1,6952.8,7190.6,7602.8,7919.0,8247.8,8490.6,8814.3,8971.1,9241.7,9474.4,9737.5,9863.9,10005.6,10127.0,10205.4,10281.2,10357.1,10402.7,10521.5,10607.5,10792.1,10903.4,11088.1,11262.6,11399.2,11553.4,11743.1,11869.6,12021.3,12130.1,12286.9,12405.8,12491.8,12572.7,12719.4
Los Rios,14,Lago Ranco,14203,10292.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,58.3,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,77.7,155.5,165.2,174.9,184.6,213.8,223.5,223.5,233.2,233.2,242.9,330.4,515.0,670.4,1049.4,1302.0,1476.9,1535.2,1583.8,1622.6,1719.8,1787.8,1807.2,1836.4,1865.5,1914.1,1991.8,1991.8,2069.6,2137.6,2225.0,2273.6,2409.6,2497.1,2565.1,2749.7,2944.0,3274.4,3663.0,3837.9,4100.3,4275.2,4401.5,4644.4,4858.1,4994.2,5110.8,5246.8,5373.1,5567.4,5829.8,6063.0,6237.9,6403.0,6509.9,6587.6,6830.5,7044.3,7296.9,7423.2,7559.3,7753.6,8054.8,8356.0,8550.3,8686.4,9016.7,9133.3,9298.5,9385.9,9667.7,9959.2,10454.7,10697.6,11280.6,11698.4,11883.0,12145.4,12514.6,13039.3,13700.0,14030.3,14584.1,14972.8,15575.2,15993.0,16294.2
Los Rios,14,Lanco,14103,17652.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,22.7,22.7,22.7,28.3,28.3,28.3,39.7,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,56.7,85.0,119.0,130.3,147.3,158.6,158.6,158.6,153.0,153.0,158.6,158.6,158.6,158.6,158.6,170.0,170.0,181.3,181.3,181.3,215.3,237.9,243.6,271.9,300.2,334.2,424.9,498.5,566.5,594.8,611.8,651.5,719.5,776.1,827.1,844.1,895.1,946.1,980.1,1008.4,1048.0,1087.7,1121.7,1172.7,1342.6,1387.9,1433.3,1501.2,1591.9,1654.2,1710.9,1761.8,1858.1,2045.1,2198.1,2271.7,2368.0,2373.7,2390.7,2402.0,2447.3,2470.0,2555.0,2611.6,2894.9,3144.1,3365.1,3455.7,3642.6,3755.9,3903.2,3971.2,4084.5,4169.5,4299.8,4560.4,4877.6,5007.9,5223.2,5540.4,5908.7,6288.2,6696.1,7013.4,7268.3,7432.6,7795.2,8072.7,8407.0,8639.2,8894.2,9075.5,9290.7,9415.4,9591.0,9704.3,9868.6,9953.5,10089.5,10151.8,10474.7,10763.7,11058.2,11256.5,11596.4,11930.7,12196.9,12446.2,12627.5,12791.8,13001.4,13154.3,13352.6
Los Rios,14,Los Lagos,14104,20518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,87.7,107.2,112.1,117.0,185.2,277.8,287.6,307.0,307.0,307.0,311.9,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,311.9,311.9,311.9,321.7,331.4,336.3,346.0,346.0,355.8,360.7,360.7,370.4,380.2,409.4,472.8,516.6,560.5,599.5,619.0,682.3,779.8,877.3,950.4,1082.0,1218.4,1369.5,1447.5,1515.7,1569.4,1603.5,1642.5,1676.6,1710.7,1793.5,1939.8,2090.8,2251.7,2412.5,2485.6,2661.1,2890.1,3065.6,3236.2,3304.4,3416.5,3533.5,3708.9,3869.8,4045.2,4176.8,4352.3,4483.9,4669.1,4961.5,5322.2,5565.8,5911.9,6165.3,6457.7,6701.4,6974.4,7213.2,7510.5,7807.8,7954.0,8163.6,8412.1,8685.1,9040.8,9216.3,9538.0,9801.2,10064.3,10415.2,10766.2,11263.3,11658.1,12067.5,12403.7,12959.4,13388.2,13934.1,14333.8,14713.9,15162.3,15664.3,15986.0,16166.3,16565.9,16736.5,16882.7,17072.8
Los Rios,14,Mafil,14105,7389.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,13.5,13.5,13.5,27.1,27.1,27.1,27.1,27.1,27.1,27.1,27.1,40.6,40.6,40.6,40.6,40.6,40.6,108.3,230.1,270.7,270.7,270.7,270.7,270.7,270.7,270.7,270.7,270.7,270.7,392.5,392.5,392.5,392.5,392.5,433.1,473.7,460.1,460.1,473.7,487.2,487.2,487.2,703.7,812.0,852.6,866.2,893.2,893.2,906.8,947.4,960.9,974.4,988.0,1001.5,1001.5,1001.5,1001.5,1015.0,1055.6,1123.3,1123.3,1177.4,1204.5,1204.5,1204.5,1204.5,1218.0,1218.0,1258.6,1285.7,1339.8,1366.9,1448.1,1448.1,1515.8,1556.4,1894.7,2436.1,2747.3,2882.7,2950.3,3126.3,3342.8,3410.5,3505.2,3762.3,3843.6,3924.8,4154.8,4303.7,4750.3,5088.6,5454.1,5765.3,5981.9,6239.0,6658.5,6956.3,7416.4,7633.0,7984.8,8458.5,9067.5,9378.8,9893.1,10231.4,10786.3,10975.8,11192.3,11354.7,11693.1,11869.0,12099.1,12180.3,12369.7,12532.1,12897.6,12978.8,13276.5,13425.4,13641.9,13790.8,13980.2,14196.8,14535.1,14778.7,14887.0,15062.9,15265.9
Los Rios,14,Mariquina,14106,23250.0,0.0,0.0,0.0,25.8,34.4,34.4,34.4,38.7,38.7,34.4,38.7,38.7,38.7,38.7,38.7,47.3,51.6,51.6,60.2,60.2,64.5,68.8,68.8,68.8,68.8,68.8,81.7,86.0,94.6,94.6,94.6,90.3,90.3,133.3,141.9,154.8,154.8,159.1,163.4,163.4,163.4,163.4,163.4,172.0,189.2,197.8,197.8,236.6,249.5,266.7,283.9,275.3,275.3,283.9,296.8,318.3,344.1,382.8,412.9,464.5,529.0,554.8,576.3,584.9,593.5,615.1,619.4,683.9,692.5,709.7,735.5,757.0,765.6,800.0,834.4,997.8,1092.5,1148.4,1187.1,1230.1,1290.3,1333.3,1359.1,1406.5,1483.9,1617.2,1707.5,1828.0,1935.5,2086.0,2266.7,2365.6,2468.8,2619.4,2791.4,2886.0,2993.5,3174.2,3286.0,3531.2,3664.5,3879.6,4098.9,4473.1,4757.0,5040.9,5234.4,5574.2,5939.8,6464.5,6830.1,7350.5,7823.7,8258.1,8774.2,9324.7,9711.8,10408.6,10735.5,11225.8,11569.9,11793.5,11961.3,12266.7,12533.3,12722.6,12937.6,13122.6,13238.7,13363.4,13436.6,13608.6,13673.1,13789.2,13862.4,13888.2
Los Rios,14,Paillaco,14107,20798.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8,4.8,4.8,9.6,9.6,9.6,4.8,4.8,4.8,4.8,4.8,19.2,101.0,105.8,120.2,120.2,120.2,120.2,120.2,125.0,129.8,139.4,144.2,153.9,158.7,158.7,158.7,158.7,163.5,177.9,182.7,182.7,182.7,182.7,182.7,182.7,187.5,187.5,192.3,192.3,197.1,206.8,216.4,226.0,240.4,250.0,293.3,370.2,509.7,524.1,615.4,673.1,735.6,788.5,798.2,798.2,817.4,860.7,903.9,918.4,942.4,976.1,1038.6,1129.9,1197.2,1259.7,1399.2,1476.1,1529.0,1591.5,1625.2,1663.6,1687.7,1711.7,1803.1,1855.9,1928.1,2096.4,2332.0,2543.5,2832.0,3033.9,3255.1,3346.5,3457.1,3529.2,3639.8,3740.7,3856.1,3947.5,4077.3,4168.7,4543.7,4726.4,5014.9,5216.8,5596.7,5894.8,6183.3,6452.5,6875.7,7048.8,7356.5,7467.1,7630.5,7741.1,7967.1,8077.7,8169.1,8298.9,8462.4,8582.6,8707.6,8851.8,9024.9,9246.1,9496.1,9717.3,9976.9,10178.9,10443.3,10698.1,11015.5,11179.0,11380.9,11539.6,11731.9,11861.7,12054.0
Los Rios,14,Panguipulli,14108,35991.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,8.3,16.7,22.2,33.3,58.3,91.7,91.7,91.7,100.0,130.6,152.8,155.6,158.4,166.7,175.0,180.6,180.6,180.6,180.6,180.6,183.4,186.2,191.7,194.5,194.5,188.9,188.9,194.5,225.1,269.5,289.0,330.6,394.5,458.4,525.1,558.5,597.4,652.9,703.0,716.8,730.7,741.9,755.7,789.1,803.0,850.2,875.2,908.6,944.7,1003.0,1075.3,1169.7,1250.3,1347.6,1400.4,1439.2,1464.3,1492.0,1497.6,1542.1,1611.5,1675.4,1700.4,1794.9,1847.7,1919.9,1964.4,2000.5,2039.4,2158.9,2297.8,2456.2,2611.8,2725.7,2859.0,3039.6,3153.6,3298.0,3425.9,3620.3,3884.3,4159.4,4420.5,4781.8,4976.2,5409.7,5609.7,5923.7,6157.1,6409.9,6610.0,6912.8,7076.8,7360.2,7626.9,7821.4,8096.5,8343.8,8521.6,8718.8,8821.6,8985.6,9074.5,9305.1,9444.0,9724.7,9980.3,10291.5,10713.8,11130.6,11439.0,11908.5,12191.9,12614.3,12964.4,13453.4,13847.9,14323.0
Los Rios,14,Rio Bueno,14204,32925.0,0.0,0.0,0.0,15.2,15.2,15.2,30.4,21.3,21.3,33.4,30.4,33.4,39.5,39.5,36.4,36.4,36.4,36.4,39.5,42.5,42.5,48.6,48.6,54.7,54.7,54.7,57.7,63.8,72.9,72.9,82.0,91.1,88.1,88.1,88.1,97.2,103.3,106.3,115.4,130.6,154.9,173.1,179.2,188.3,206.5,224.8,227.8,246.0,276.4,321.9,331.1,343.2,364.5,416.1,464.7,522.4,555.8,640.9,695.5,783.6,832.2,877.8,889.9,908.1,932.4,947.6,968.9,1060.0,1126.8,1178.4,1239.2,1278.7,1315.1,1394.1,1485.2,1582.4,1640.1,1792.0,1864.8,1928.6,1989.4,2089.6,2186.8,2299.2,2448.0,2533.0,2645.4,2888.4,3073.7,3347.0,3456.3,3629.5,3769.2,3863.3,3972.7,4106.3,4218.7,4361.4,4446.5,4628.7,4780.6,5041.8,5178.4,5527.7,5788.9,6080.5,6299.2,6624.1,6845.9,7149.6,7298.4,7596.1,7741.8,7878.5,8006.1,8157.9,8227.8,8367.5,8422.2,8540.6,8625.7,8792.7,8880.8,9120.7,9275.6,9448.7,9576.3,9731.2,9837.5,9995.4,10050.1,10195.9,10302.2,10441.9,10545.2,10678.8
Los Rios,14,Valdivia,14101,176774.0,6.8,25.5,26.6,36.8,40.7,46.4,49.8,54.9,57.1,57.1,59.4,60.5,62.2,68.4,68.4,69.0,70.1,70.7,83.2,87.1,90.5,98.4,103.0,106.9,113.1,118.2,137.5,151.6,171.4,186.1,195.7,190.6,198.0,215.5,226.8,234.8,240.4,251.7,256.8,265.3,276.1,291.9,296.4,297.0,307.7,316.2,319.6,331.5,342.2,355.8,384.7,394.9,405.0,448.0,487.6,540.8,576.4,632.4,671.5,703.7,746.7,822.5,846.3,909.6,990.0,1092.4,1177.8,1287.5,1378.6,1490.0,1565.3,1663.1,1741.2,1869.6,1957.3,2053.5,2164.3,2290.5,2375.3,2482.8,2535.4,2711.4,2820.6,3018.5,3217.7,3422.4,3628.4,3866.5,4053.2,4294.2,4447.5,4620.0,4741.1,4890.4,5009.2,5146.1,5284.7,5509.9,5703.9,5960.2,6243.0,6540.0,6766.3,7118.7,7392.5,7669.7,7866.0,8174.8,8338.9,8573.1,8736.6,8926.1,9029.0,9113.9,9197.6,9318.7,9398.4,9501.4,9587.4,9703.9,9813.1,9974.9,10062.0,10249.8,10372.6,10520.8,10660.5,10878.9,11014.6,11185.5,11306.5,11442.3,11553.7,11654.4,11725.1,11806.0
Los Rios,14,Total,,405835.0,3.0,13.3,14.0,24.1,26.6,29.1,33.8,37.0,37.9,38.4,41.4,42.6,44.6,49.3,50.0,51.0,53.7,54.9,64.8,74.9,83.0,91.2,98.1,106.7,120.0,132.8,149.3,162.4,179.1,186.5,193.7,191.7,195.9,208.2,214.4,219.8,226.2,231.6,236.1,242.5,250.3,260.0,263.4,265.4,273.8,281.4,287.6,302.8,316.1,339.5,369.9,386.4,403.4,438.1,474.8,525.1,557.6,609.1,646.1,685.0,728.9,791.2,822.3,885.6,961.0,1040.1,1105.1,1200.5,1277.6,1369.3,1441.7,1524.3,1584.4,1672.6,1740.4,1822.4,1901.8,1999.8,2072.5,2161.2,2211.5,2351.9,2447.5,2615.6,2787.3,2961.5,3130.6,3361.2,3533.0,3755.2,3898.6,4064.2,4201.0,4356.5,4478.2,4627.0,4758.1,4978.6,5179.2,5457.6,5705.0,6004.2,6228.4,6586.4,6862.4,7151.2,7373.2,7681.9,7868.7,8146.2,8341.6,8590.9,8767.1,8923.6,9077.6,9254.5,9379.4,9558.6,9673.4,9846.6,9985.8,10187.9,10327.6,10594.0,10789.9,11009.4,11209.5,11470.2,11666.6,11910.0,12066.7,12258.7,12428.9,12604.9,12743.4,12905.2
